data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_46,yhat_model_41_to_47,yhat_model_42_to_48,yhat_model_43_to_49,yhat_model_44_to_50,yhat_model_45_to_51,yhat_model_46_to_52,yhat_model_47_to_52,yhat_model_48_to_52,yhat_model_49_to_52,yhat_model_50_to_52,yhat_model_51_to_52,yhat_model_52_to_52
09/04/2020,,,,,,,,,,,,,,53.77892576741866,58.40440373607569,63.983105198870106,67.8851132416985,73.32919040814046,75.98653567419908,85.15274182275814,96.16855253662172,96.53102127025244,116.06247292428739,103.38634893971755,132.8570276980046,109.90252711256684,100.58681789113064,132.28480533509202,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,,,,,,,,,,59.99351909838194,65.71945891437821,69.73253964905697,75.32386759136492,78.04236786253783,87.47867800935713,98.79909641468817,99.17118516942688,119.22352689223989,106.18438598684294,136.45968201528464,112.89757059271066,103.31685500208658,135.88080051490803,99.54735206121886,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,,,,,,,67.45581262988631,71.5799660564154,77.3185447745894,80.09820005087659,89.80461419595612,101.4296402927546,101.81134906860132,122.38458086019239,108.98242303396835,140.06233633256468,115.89261407285444,106.04689211304255,139.47679569472407,102.17484166741058,153.05858049920803,,,,,,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,,,,,,,73.42739246377386,79.31322195781385,82.15403223921535,92.13055038255509,104.06018417082106,104.45151296777576,125.54563482814487,111.78046008109374,143.66499064984473,118.88765755299825,108.7769292239985,143.0727908745401,104.80233127360229,157.0044834867899,162.5492056546922,,,,,,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,,,,,,,81.3078991410383,84.20986442755412,94.45648656915408,106.6907280488875,107.09167686695022,128.70668879609738,114.57849712821913,147.26764496712477,121.88270103314208,111.50696633495447,146.6687860543561,107.429820879794,160.95038647437178,166.64520865981652,180.9473973884842,,,,,,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,,,,,,,86.26569661589289,96.78242275575306,109.32127192695393,109.73184076612469,131.8677427640499,117.37653417534453,150.8702992844048,124.87774451328586,114.23700344591043,150.26478123417212,110.0573104859857,164.89628946195361,170.74121166494083,185.3940261526956,128.67123087068222,,,,,,,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,,,,,,,,,,99.10835894235204,111.9518158050204,112.37200466529913,135.02879673200238,120.17457122246994,154.47295360168485,127.87278799342968,116.96704055686637,153.86077641398813,112.68480009217741,168.84219244953553,174.83721467006515,189.840654916907,131.7407677165694,159.61657245019984,,,,,,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,,,,,,,114.58235968308682,115.0121685644736,138.18985069995486,122.97260826959533,158.0756079189649,130.86783147357346,119.69707766782234,157.45677159380415,115.31228969836914,172.7880954371174,178.9332176751895,194.2872836811184,134.81030456245657,163.33844784384598,206.68592810814334,,,,,,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,,,,,,,117.65233246364804,141.35090466790734,125.77064531672072,161.67826223624493,133.86287495371727,122.42711477877829,161.05276677362016,117.93977930456084,176.73399842469925,183.0292206803138,198.73368696944544,137.8798414083438,167.0603232374921,211.40635647937972,187.93460397481323,,,,,,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,,,,,,,144.51195863585988,128.5686823638461,165.28091655352497,136.85791843386107,125.15715188973425,164.64876195343618,120.56726891075255,180.67990141228117,187.12522368543816,203.18003550022638,140.94937825423096,170.78219863113824,216.12678485061613,192.1274305008882,176.51702593236206,,,,,,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,,,,,,,131.3667194109715,168.88357087080502,139.8529619140049,127.88718900069019,168.24475713325222,123.19475851694428,184.62580439986303,191.22122669056247,207.62638403100726,144.0189151001181,174.50407402478436,220.84721322185254,196.32025702696325,180.37806885652617,196.0388400883503,,,,,,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,172.48622518808506,142.8480053941487,130.61722611164618,171.84075231306824,125.82224812313598,188.5717073874449,195.3172296956868,212.07273256178817,147.0884519460053,178.22594941843047,225.567641593089,200.51308355303826,184.23911178069028,200.22543333251434,194.2029909109728,,,,,,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,145.8430488742925,133.34726322260212,175.43674749288428,128.4497377293277,192.51761037502675,199.4132327008111,216.5190810925691,150.15798879189248,181.94782481207665,230.28806996432536,204.70591007911324,188.10015470485442,204.41202657667841,198.26734165878543,200.7283492087108,,,,,,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0773003335581,179.03274267270027,131.0772273355194,196.46351336260864,203.50923570593542,220.96542962335002,153.22752563777965,185.66970020572276,235.00849833556177,208.8987366051883,191.9611976290185,208.59861982084246,202.33169240659805,204.8543568901446,192.0302777128683,,,,,,,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.62873785251628,133.70471694171113,200.4094163501905,207.60523871105974,225.41177815413087,156.29706248366685,189.3915755993689,239.72892670679818,213.09156313126329,195.82224055318264,212.78521306500656,206.39604315441073,208.98036457157846,195.88400136880117,199.50269917001742,,,,,,,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.33220654790284,204.35531933777239,211.70124171618406,229.85812668491184,159.36659932955405,193.11345099301505,244.44935507803456,217.28438965733832,199.68328347734672,216.97180630917057,210.46039390222336,213.10637225301227,199.73772502473398,203.4295023327773,222.80932953375753,,,,,,,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.30122232535425,215.79724472130843,234.30447521569272,162.43613617544122,196.83532638666117,249.16978344927094,221.47721618341328,203.5443264015108,221.1583995533346,214.524744650036,217.23237993444604,203.59144868066687,207.35630549553724,227.1114071317843,246.34964716667912,,,,,,,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.89324772643272,238.7508237464737,165.5056730213284,200.5572017803073,253.89021182050737,225.6700427094883,207.40536932567494,225.34499279749866,218.5890953978486,221.3583876158799,207.4451723365997,211.28310865829718,231.413484729811,251.03341449510324,215.72267890307248,,,,,,,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.19717227725454,168.57520986721556,204.27907717395348,258.6106401917438,229.86286923556332,211.26641224983902,229.53158604166273,222.65344614566132,225.48439529731368,211.29889599253255,215.2099118210571,235.71556232783772,255.71718182352737,219.73191225105742,256.6511462798052,254.92603031213432,210.0632092778657,234.52050877758285,224.28939817800548,225.68668190542044,237.01756890601786
