data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,30.726361973537333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,30.45403059303758,37.818740771687516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,30.36614397896594,37.423110339337775,55.596765952190765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,30.349742395988137,37.2565023312222,55.08723683506541,63.7881331497945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,30.34793719270649,37.210751119027066,54.83587971584712,63.194401777762515,79.17727960778274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,30.347818710870193,37.20235018189445,54.74632205384839,62.863182515859684,78.52049466400047,95.30446473351208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,30.347814042697514,37.20130694017699,54.722929800118315,62.72017082951403,78.11698997652302,94.59890404812813,130.6267211727392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,30.347813931839713,37.201218857696055,54.718423210323735,62.67197099856726,77.91566069621881,94.131242240502,129.88865806402123,163.8774565191813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,30.347813930249046,37.20121378841588,54.717781204383,62.659249261108656,77.83366149532394,93.87054498595387,129.36673163441156,163.10933925522093,175.52912636409084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,30.347813930235233,37.201213589310726,54.71771350105094,62.656616451075095,77.80634838026586,93.74790923856347,129.0487919485594,162.53885478542963,174.73976862801263,203.67935768310417,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,30.347813930235162,37.20121358397063,54.7177082134914,62.65618901007812,77.79890286929717,93.69916707354648,128.88132519896735,162.16643926266872,174.12855463592427,202.86902154720622,233.0307035263,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,30.347813930235162,37.2012135838728,54.717707907608315,62.656134560045814,77.79724140062507,93.68279163608507,128.804938749634,161.95201156378147,173.70615871792845,202.22102099797394,232.2061883293142,266.2806588197283,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,30.347813930235162,37.20121358387158,54.71770789450009,62.65612911731374,77.7969378674752,93.67814057688963,128.77474791838745,161.84296088852702,173.4446893261622,201.75232229556445,231.52784071264648,265.4410719397804,301.9318149611668,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,30.347813930235162,37.20121358387157,54.71770789408395,62.65612869039547,77.79689246787646,93.67702369454562,128.76440568149684,161.793945468206,173.29947813385377,201.44466037959077,231.01777700289063,264.7347773976488,301.0825861570718,362.38161654229816,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,30.347813930235162,37.20121358387157,54.71770789407417,62.656128664117844,77.7968869083782,93.67679693321928,128.76133468178114,161.7744692497456,173.2270717369828,201.26109645913456,230.66606955023846,264.1866507239986,300.35357421827524,361.52127565484693,488.8326542877458,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,37.20121358387157,54.717707894073996,62.65612866284861,77.79688635098837,93.67675800720028,128.76054420398674,161.76762712841497,173.1946454263323,201.16147606385533,230.44330817104162,263.7929963103195,299.77195876070715,360.7708186270722,487.96566303395093,625.4823711132613,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,54.717707894073996,62.6561286628005,77.796886305235,93.67675235754842,128.76036782292704,161.76550187436473,173.18160087840403,201.11228301724353,230.31360412148481,263.5309535438181,299.3393677825766,360.1582869607125,487.1980446912801,624.606999333174,748.9333304487993,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,62.65612866279907,77.79688630216013,93.67675166425907,128.760333706006,161.76491819651648,173.17688673977858,201.09017636983165,230.24414987282196,263.36914609570516,299.0389234520212,359.6891099504169,486.55859457335544,623.8227196195584,748.0533287284318,949.0830028706263,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,77.79688630199094,93.67675159232763,128.76032798536528,161.7647764601266,173.1753562452742,201.0811349151877,230.20993901893252,263.27642669862786,298.8439081952287,359.351338721874,486.0559892433221,623.1582016525284,747.2559505973986,948.1965549539981,1061.6339073036793,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,93.67675158601757,128.76032715383698,161.7647460276844,173.17490984554817,201.07776929335674,230.1944368297108,263.2271117482935,298.7255522740148,359.12259471036117,485.6826660652586,622.6243161680193,746.5697937843319,947.3860656960892,1060.7442233372283,1156.9835595780842,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,128.7603270490597,161.76474025018172,173.17479287356605,201.0766290143592,230.18797421318249,263.2027634488832,298.65837310355505,358.9768087792584,485.4203893931004,622.2169905373576,746.0076165181273,946.6795163193271,1059.9236349714508,1156.0888315688385,1236.7344235226963,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,161.7647392803605,173.17476533717712,201.07627738985389,230.1854955292507,263.19160344586527,298.622706672585,358.8893450144579,485.24602210790323,621.9216276005758,745.5684215830313,946.0908335145632,1059.1996277711535,1155.2577983977756,1235.8374389841972,1420.9840704870007,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,173.1747595134637,201.0761787003551,230.18462087389534,263.18685471311875,298.60499352428286,358.8399428055299,485.13629296485,621.7179692595207,745.2409661377958,945.6213971132461,1058.587145759074,1154.5171075717026,1234.9985462687644,1420.083079572158,1500.83490313012,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,201.07615348951563,230.18433691292373,263.1849787898158,298.59676428864657,358.8136702392209,485.0709198317156,621.5844013792873,745.0078457519361,945.262810911826,1058.0896598045179,1153.8822293684225,1234.243696403324,1419.235770388351,1499.9323549123997,1750.4845539319824,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,230.18425209499378,263.18429080392053,298.59318777578596,358.8005145310694,485.0340444938222,621.5010667091573,744.8493297049527,945.0002981267568,1057.7013547374784,1153.358201490956,1233.588827423075,1418.4671793022858,1499.0788782947075,1749.5787814975477,1833.335361346909,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,263.1840565576293,298.5917336517552,358.7943116814543,485.01434956749057,621.4515999057443,744.7463599829239,944.816060188213,1057.4099506559726,1152.9413471566745,1233.0403590534736,1417.7933746376607,1498.2987354902625,1748.7184512068886,1832.428537373678,2028.885021608149,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,298.59118057286804,358.7915578404215,485.0043893908877,621.4236622550687,744.6824548295601,944.6920781275282,1057.199627237945,1152.6216039725525,1232.5965392157673,1417.2217706856306,1497.6081195193551,1747.9269106652428,1831.5633328693698,2027.975572683053,2134.435807953706,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,358.79040661603335,484.9996197983498,621.4086492577102,744.6445599852128,944.6120693104585,1057.0535995891319,1152.3850427922446,1232.249367219503,1416.752178026052,1497.015326771561,1747.2202436891753,1830.762310837855,2027.1047333745873,2133.525677308749,2237.485481066773,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,484.997457073785,621.4009729163013,744.6230886562453,944.5625533588805,1056.9560576592298,1152.2161941911777,1231.9867586577975,1416.3783842939326,1496.5215712542818,1746.6073436940947,1830.0414690685197,2026.2941910974728,2132.6509628887065,2236.573191334878,2411.3362492902334,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,621.397238222053,744.6114639435631,944.5331634465987,1056.8933689267062,1152.0999108140413,1231.7946305095033,1416.0900016256955,1496.1222842959087,1746.090541140006,1829.4102347466583,2025.5596940091202,2131.8325926971447,2235.6938036771776,2410.4235505997462,2547.585937216381,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,744.6054500465757,944.5164329824515,1056.8546030063862,1152.022635964268,1231.6586584026513,1415.8743143666334,1495.8086904413249,1745.6666682420991,1828.871941874993,2024.9109931080513,2131.0861028688378,2234.8674276614856,2409.5410674813866,2546.671446346965,2676.6366894775415,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,944.5072985685579,1056.8315362799406,1151.9730817526554,1231.5655640960726,1415.7179068788655,1495.5694388691281,1745.3283965281796,1828.424702960425,2024.3522019383684,2130.4215373940688,2234.109271956245,2408.7081930031823,2545.785056679628,2675.721992136553,2924.286393249643,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,1056.8183292534684,1151.942415664779,1231.5038996056007,1415.6079285904116,1495.3920975288752,1745.0656663517339,1828.0625446199826,2023.8825079200533,2129.8437124886145,2233.429518303346,2407.93985205649,2544.945406682089,2674.8331210377346,2923.370196103941,3411.9371311833356,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,1151.924101795714,1231.4643810087837,1415.5329395379288,1495.2643728518751,1744.8670422424586,1827.7766583679584,2023.4971329378711,2129.35279578526,2232.8335119145677,2407.2463541458487,2544.1670553657923,2673.9880486355846,2922.4780358040484,3411.0208785367518,3773.9868512288263,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,1231.4398772744362,1415.4833549611776,1495.1749853313452,1744.7208669036131,1827.5566241539987,2023.1884219003632,2128.945119173401,2232.322231447514,2406.6335233495984,2543.4603246020683,2673.201013076908,2921.6271945353437,3410.1267244781175,3773.0693342341683,4298.037576111276,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,1415.451559595654,1495.1141949999746,1744.616138434796,1827.3914909959583,2022.946938467956,2128.6141258807615,2231.8929748161227,2406.103077885197,2542.831382922385,2672.4823516247657,2920.8315308019064,3409.2713375583953,3772.172392604539,4297.120116407128,4524.987312462929,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,1495.0740196380214,1744.5430879890887,1827.2706383918426,2022.7624647455023,2128.351349389435,2231.5401799567653,2405.653208723093,2542.2825507300736,2671.838546403731,2920.101310975154,3408.4682403723564,3771.312066235854,4296.2215713082505,4524.068779855095,4514.3380253194555
