data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_43,yhat_model_39_to_43,yhat_model_40_to_43,yhat_model_41_to_43,yhat_model_42_to_43,yhat_model_43_to_43
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,30.708910759580117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,28.464805156219146,30.347621775643937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,28.259957989084338,26.44215684724145,30.443581127218124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,28.253537152888637,26.09656770880699,26.968220126670737,29.67940380737157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,28.253464854855324,26.08585134582584,26.67070908383655,22.715954858225654,29.986522125802004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,28.253464557928176,26.085731147560487,26.661589051319183,22.09591414424283,24.407462378063382,29.203858597827434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,28.253464557480957,26.08573065460615,26.661487181092767,22.076640116409862,23.933771274183137,20.057754424799082,29.140979161841976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,28.253464557480708,26.085730653864065,26.66148676393673,22.076423733295158,23.919294933820765,19.24853602435929,19.688650271754554,27.85210253562689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,28.253464557480708,26.085730653863653,26.6614867633091,22.076422845566714,23.919133416938728,19.223434341798654,18.87130286144001,12.510927619870316,27.53404576689818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,28.253464557480708,26.085730653863653,26.66148676330875,22.076422844230173,23.919132755807123,19.223152743669843,18.846157366282764,11.155124461739588,10.710104591183889,27.48971695210337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,28.253464557480708,26.085730653863653,26.66148676330875,22.076422844229434,23.919132754812573,19.223151588704305,18.845876125014765,11.11308863078806,9.249768625978733,10.456525616192964,26.383728010307955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,28.253464557480708,26.085730653863653,26.66148676330875,22.076422844229434,23.919132754812022,19.223151586965592,18.845874972786703,11.112617150297583,9.20478009615479,8.984112158416307,4.2983307773193085,26.117708348248446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,28.253464557480708,26.085730653863653,26.66148676330875,22.076422844229434,23.919132754812022,19.22315158696463,18.845874971052815,11.1126152166738,9.204276667390522,8.938810496112358,2.362876552980931,2.790436580387947,30.53749442195282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,28.253464557480708,26.085730653863653,26.66148676330875,22.076422844229434,23.919132754812022,19.22315158696463,18.845874971051856,11.112615213762956,9.204274604495298,8.938303791727094,2.3030412463224326,0.7691834903306458,2.5222128831408392,33.52385241063966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,28.253464557480708,26.085730653863653,26.66148676330875,22.076422844229434,23.919132754812022,19.22315158696463,18.845874971051856,11.112615213761345,9.204274601390818,8.938301715745942,2.3023708145141994,0.7069492249200575,0.07636338443549652,2.755983067496371,42.68851194689097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,26.085730653863653,26.66148676330875,22.076422844229434,23.919132754812022,19.22315158696463,18.845874971051856,11.112615213761345,9.2042746013891,8.938301712621953,2.302368065987047,0.7062529467229125,0.0008491743470932394,0.08329352738189919,3.534512368845887,60.57797369972585,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,26.66148676330875,22.076422844229434,23.919132754812022,19.22315158696463,18.845874971051856,11.112615213761345,9.2042746013891,8.938301712620225,2.302368061850028,0.7062500937863607,3.47168712752682e-06,0.0009256292232158309,0.10710606849143574,5.037922876798564,71.89305723629494,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,22.076422844229434,23.919132754812022,19.22315158696463,18.845874971051856,11.112615213761345,9.2042746013891,8.938301712620225,2.302368061847739,0.7062500894930449,5.220197122932162e-09,3.7833383313039193e-06,0.0011914181963218887,0.15290191385778748,5.93114132890835,84.74428704633984,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,23.919132754812022,19.22315158696463,18.845874971051856,11.112615213761345,9.2042746013891,8.938301712620225,2.3023680618477385,0.7062500894906695,2.8873576200214998e-12,5.6883014545495045e-09,4.8714543173631375e-06,0.001701798392661896,0.1794777840210415,6.991198251631889,113.19031810193877,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,19.22315158696463,18.845874971051856,11.112615213761345,9.2042746013891,8.938301712620225,2.3023680618477385,0.706250089490669,5.874970466626647e-16,3.1461683698368537e-12,7.325268938466201e-09,6.9597256647276915e-06,0.001995404585012168,0.21156748301937855,9.389469317618811,109.75041286242582,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,18.845874971051856,11.112615213761345,9.2042746013891,8.938301712620225,2.3023680618477385,0.706250089490669,4.397553477127334e-20,6.401500771917612e-16,4.051763544697925e-12,1.0466222239460946e-08,8.157182415143935e-06,0.0023522430941257987,0.284714666968308,8.959013076529697,128.2666084564313,,,,,,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,11.112615213761345,9.2042746013891,8.938301712620225,2.3023680618477385,0.706250089490669,1.2109331837354944e-24,4.7916524006097244e-20,8.244260760932268e-16,5.789253424588511e-12,1.2265173250846221e-08,9.616050189417823e-06,0.003167834629139809,0.27004731076155036,10.581601255245749,129.76436249819943,,,,,,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,9.2042746013891,8.938301712620225,2.3023680618477385,0.706250089490669,1.2266878038125355e-29,1.319452145398527e-24,6.171036105957976e-20,1.1779710975697608e-15,6.7839499186579605e-12,1.445880027237868e-08,1.2953715101828863e-05,0.002998039599099843,0.3202468031964208,10.621888196686507,164.02242856452,,,,,,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,8.938301712620225,2.3023680618477385,0.706250089490669,4.571441578051624e-35,1.336617823808007e-29,1.6992899116399425e-24,8.817442536219394e-20,1.3803397715586094e-15,7.997273685853079e-12,1.947928510840912e-08,1.2249475028838103e-05,0.003560708171344489,0.32051441275293546,13.578342692610503,151.57735128471526,,,,,,,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,2.3023680618477385,0.706250089490669,6.267260167601644e-41,4.98111167076482e-35,1.7213987024026058e-29,2.428022077461371e-24,1.0332152368377907e-19,1.627217498811639e-15,1.0774536085228522e-11,1.8414787451646916e-08,1.4556544971669884e-05,0.003559755757853664,0.41145096048673935,12.344858303452185,208.32160606028557,,,,,,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,0.706250089490669,3.160878164350506e-47,6.828900616925766e-41,6.41505883678581e-35,2.4596133685246872e-29,2.8451136369875178e-24,1.2180090335495921e-19,2.1923407846958577e-15,1.0184615836221377e-11,2.1887525218317628e-08,1.4546724976872327e-05,0.004576835114127057,0.3717963094904283,17.31152409462901,178.97219867216302,,,,,,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,5.864666145515415e-54,3.4441401218686155e-47,8.794784665635657e-41,9.16613182704228e-35,2.8821288808312186e-29,3.353971456794881e-24,1.6410246835625345e-19,2.0722235953076314e-15,1.210618783467759e-11,2.1869477576588332e-08,1.871366450291413e-05,0.004126396761511202,0.5253200290855606,14.508861013507552,236.01517955242235,,,,,,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,6.390227873215577e-54,4.435629360467056e-47,1.2566394673356302e-40,1.0740697665440162e-34,3.3976071061525257e-29,4.518817025553852e-24,1.5510907901284624e-19,2.4632667368581115e-15,1.2095537399536822e-11,2.8139962035636056e-08,1.6857875175753185e-05,0.005846543232668777,0.4361987516587377,19.58840723080811,214.13774922024484,,,,,,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,8.229828588536561e-54,6.337832329252612e-47,1.472505853595787e-40,1.2661706902155029e-34,4.577610545245064e-29,4.2711467239800694e-24,1.8438113685337483e-19,2.4610496556973338e-15,1.556481383509575e-11,2.534161760870939e-08,2.3909843829380686e-05,0.004837975845871241,0.5941694259615367,17.42577504625643,244.9249334193673,,,,,,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,1.175915973602001e-53,7.426549127905088e-47,1.7358683943582154e-40,1.7059175911294292e-34,4.326709158971563e-29,5.077213123553701e-24,1.8421380583639031e-19,3.1670252316313456e-15,1.4015408281156113e-11,3.595607896552796e-08,1.9760118192445306e-05,0.00661185293737855,0.5246513772199008,20.195608742183925,259.1751315639846,,,,,,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,1.3779155293061482e-53,8.754812009314716e-47,2.338743678734233e-40,1.6124141053466912e-34,5.143268622877634e-29,5.072591457385718e-24,2.3705978078479058e-19,2.8516440675482018e-15,1.988859596583886e-11,2.970174488153892e-08,2.7038228562964895e-05,0.005822153805734146,0.6111226308198295,21.28657216751298,269.8481768561044,,,,,,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,1.6243602813510214e-53,1.1795399924235627e-46,2.2105535993559894e-40,1.9167184095622964e-34,5.13858162780047e-29,6.527806396654578e-24,2.1344944982021482e-19,4.0468387825757945e-15,1.6426271582848747e-11,4.06598328769373e-08,2.3784597567102793e-05,0.006794529672380809,0.643138240607929,22.13877575511365,286.40642209359265,,,,,,,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,2.188508371621501e-53,1.1148875093891357e-46,2.6277428105047694e-40,1.9149710156063735e-34,6.612737085001823e-29,5.877626524099482e-24,3.0291710541221607e-19,3.342129466087533e-15,2.2490254398022825e-11,3.575362056004606e-08,2.7776279442645872e-05,0.0071463134758080644,0.6686340161036961,23.53317613867629,321.9146669340898,,,,,,,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,2.0685526337581761e-53,1.3252959982766196e-46,2.6253468450566638e-40,2.4643388746822064e-34,5.954085674388025e-29,8.341300202467733e-24,2.5016182943393094e-19,4.5762004111153014e-15,1.9773737528959095e-11,4.1764741649822075e-08,2.92080639389136e-05,0.007428612291445988,0.7111620737963418,26.520189467786977,389.8358358302605,,,,,,,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,2.4589427849490717e-53,1.324087531941295e-46,3.3785083326529904e-40,2.218880539919237e-34,8.449829590659531e-29,6.888541430154833e-24,3.4254096924566594e-19,4.023252981229234e-15,2.310040463065428e-11,4.391408355664063e-08,3.0360373915230044e-05,0.007902820588560858,0.8021830209639619,32.22547195722999,400.84056660417673,,,,,,,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,2.4567005613794103e-53,1.7039428845304231e-46,3.0419940915148573e-40,3.1489604006189016e-34,6.978146839785142e-29,9.432402518371611e-24,3.011457239324814e-19,4.70027500881375e-15,2.4288508235584566e-11,4.5645752541954666e-08,3.230103188242832e-05,0.008917353248187074,0.975951713068113,32.861153732730095,488.73343568707304,,,,,,,
