data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37
06/04/2020,35.28571428571428,34.57142857142858,37.555555555555564,45.88484848484849,69.66181818181818,91.2034965034965,99.88461538461539,102.50813186813188,104.73714285714286,140.7888235294118,,,,,,,,,,,,,,,,,,,,,
07/04/2020,37.357142857142854,36.595238095238095,39.555555555555564,48.14545454545454,72.32545454545455,94.8048951048951,104.56043956043956,108.01142857142857,110.81571428571431,147.29470588235296,183.97058823529412,,,,,,,,,,,,,,,,,,,,
08/04/2020,39.42857142857142,38.61904761904762,41.555555555555564,50.406060606060606,74.9890909090909,98.4062937062937,109.23626373626374,113.51472527472528,116.89428571428573,153.80058823529413,191.36764705882354,248.86632266941865,,,,,,,,,,,,,,,,,,,
09/04/2020,41.49999999999999,40.642857142857146,43.555555555555564,52.66666666666667,77.65272727272728,102.0076923076923,113.91208791208791,119.01802197802199,122.97285714285715,160.3064705882353,198.76470588235293,257.44320605435155,294.09298245614036,,,,,,,,,,,,,,,,,,
10/04/2020,43.57142857142857,42.66666666666667,45.555555555555564,54.92727272727274,80.31636363636365,105.6090909090909,118.58791208791209,124.5213186813187,129.0514285714286,166.81235294117647,206.16176470588235,266.0200894392845,304.2947368421053,311.0954887218045,,,,,,,,,,,,,,,,,
11/04/2020,45.64285714285714,44.6904761904762,47.555555555555564,57.18787878787879,82.98,109.2104895104895,123.26373626373626,130.0246153846154,135.13000000000002,173.31823529411764,213.55882352941177,274.5969728242174,314.49649122807017,322.94962406015037,365.7605194805195,,,,,,,,,,,,,,,,
12/04/2020,,46.71428571428572,49.55555555555557,59.44848484848485,85.64363636363638,112.81188811188811,127.93956043956044,135.5279120879121,141.20857142857145,179.82411764705884,220.95588235294116,283.1738562091503,324.6982456140351,334.8037593984962,378.9436363636363,423.19875776397515,,,,,,,,,,,,,,,
13/04/2020,,,51.55555555555557,61.70909090909092,88.30727272727273,116.41328671328671,132.6153846153846,141.03120879120883,147.28714285714287,186.33,228.35294117647058,291.75073959408326,334.9,346.6578947368421,392.1267532467532,437.828345567476,471.4758893280632,,,,,,,,,,,,,,
14/04/2020,,,,63.96969696969697,90.9709090909091,120.01468531468531,137.2912087912088,146.53450549450554,153.3657142857143,192.83588235294118,235.75,300.32762297901616,345.1017543859649,358.51203007518797,405.3098701298701,452.45793337097683,487.6339920948616,502.5959420289855,,,,,,,,,,,,,
15/04/2020,,,,,93.63454545454546,123.61608391608391,141.96703296703296,152.03780219780222,159.44428571428574,199.34176470588235,243.14705882352942,308.9045063639491,355.30350877192984,370.3661654135338,418.492987012987,467.0875211744777,503.7920948616601,520.2394202898552,676.7076923076922,,,,,,,,,,,,
16/04/2020,,,,,,127.21748251748251,146.64285714285714,157.54109890109893,165.52285714285716,205.84764705882353,250.5441176470588,317.481389748882,365.5052631578948,382.2203007518797,431.6761038961039,481.71710897797857,519.9501976284585,537.8828985507247,695.6492307692308,742.7191794871795,,,,,,,,,,,
17/04/2020,,,,,,,151.3186813186813,163.04439560439565,171.60142857142858,212.3535294117647,257.94117647058823,326.0582731338149,375.70701754385965,394.07443609022556,444.8592207792208,496.3466967814794,536.1083003952568,555.5263768115942,714.5907692307692,763.8186666666667,852.792389092389,,,,,,,,,,
18/04/2020,,,,,,,,168.54769230769236,177.68000000000004,218.85941176470587,265.3382352941177,334.6351565187478,385.9087719298246,405.92857142857144,458.0423376623377,510.97628458498025,552.2664031620553,573.1698550724637,733.5323076923078,784.9181538461539,875.9529507529506,1130.681718664477,,,,,,,,,
19/04/2020,,,,,,,,,183.75857142857146,225.36529411764704,272.7352941176471,343.21203990368076,396.11052631578946,417.7827067669173,471.22545454545445,525.6058723884811,568.4245059288537,590.8133333333334,752.4738461538461,806.0176410256411,899.1135124135122,1156.0747126436781,1309.734384236453,,,,,,,,
20/04/2020,,,,,,,,,,231.8711764705882,280.13235294117646,351.78892328861366,406.3122807017544,429.63684210526316,484.40857142857135,540.2354601919819,584.5826086956521,608.4568115942029,771.4153846153847,827.1171282051282,922.2740740740741,1181.467706622879,1338.4294581280787,1426.5528513162774,,,,,,,
21/04/2020,,,,,,,,,,,287.52941176470586,360.36580667354656,416.5140350877193,441.49097744360904,497.59168831168824,554.8650479954828,600.7407114624505,626.1002898550724,790.3569230769231,848.2166153846154,945.4346357346357,1206.8607006020798,1367.1245320197045,1458.8115832406377,1496.036370967742,,,,,,
22/04/2020,,,,,,,,,,,,368.9426900584795,426.7157894736842,453.34511278195487,510.77480519480514,569.4946357989836,616.898814229249,643.7437681159421,809.2984615384617,869.3161025641025,968.5951973951973,1232.2536945812808,1395.8196059113302,1491.0703151649982,1531.7125806451613,1724.4957478005863,,,,,
23/04/2020,,,,,,,,,,,,,436.91754385964913,465.19924812030075,523.957922077922,584.1242236024844,633.0569169960473,661.3872463768116,828.24,890.4155897435899,991.7557590557591,1257.6466885604816,1424.5146798029555,1523.3290470893585,1567.3887903225807,1763.2166055718476,1884.1215686274509,,,,
24/04/2020,,,,,,,,,,,,,,477.05338345864664,537.1410389610389,598.7538114059853,649.2150197628457,679.0307246376811,847.1815384615386,911.515076923077,1014.9163207163207,1283.0396825396824,1453.2097536945812,1555.587779013719,1603.065,1801.9374633431084,1926.2713012477716,2091.8609320091673,,,
25/04/2020,,,,,,,,,,,,,,,550.3241558441558,613.3833992094861,665.3731225296442,696.6742028985508,866.123076923077,932.6145641025641,1038.0768823768822,1308.4326765188835,1481.904827586207,1587.8465109380793,1638.7412096774194,1840.6583211143698,1968.4210338680928,2137.4279297173416,2249.6934453781514,,
26/04/2020,,,,,,,,,,,,,,,,628.012987012987,681.5312252964426,714.3176811594203,885.0646153846153,953.7140512820513,1061.2374440374442,1333.825670498084,1510.5999014778326,1620.1052428624398,1674.4174193548386,1879.3791788856306,2010.5707664884135,2182.9949274255155,2298.8312605042015,2363.6008408408406,
27/04/2020,,,,,,,,,,,,,,,,,697.689328063241,731.9611594202898,904.0061538461539,974.8135384615384,1084.3980056980058,1359.218664477285,1539.2949753694584,1652.3639747868,1710.093629032258,1918.1000366568915,2052.720499108734,2228.56192513369,2347.969075630252,2416.2188588588588,2336.0945471787577
