data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_42,yhat_model_38_to_42,yhat_model_39_to_42,yhat_model_40_to_42,yhat_model_41_to_42,yhat_model_42_to_42
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,23.50504740751039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,23.149634503693235,23.2386427645085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,23.045444093426575,22.87343300630487,21.90170680056692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,23.027201476407463,22.76820246952709,21.535881221730563,21.191761179628298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,23.025273750946,22.749893324239387,21.430610192076294,20.84051374121231,22.474762962448057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,23.02515040382628,22.74796302214054,21.412299450840052,20.73693113120348,22.119350058630904,23.448319513038157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,23.025145619590035,22.747839614499263,21.41036911084423,20.718734342071716,22.015159648364243,23.097914173783142,24.47327376808074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,23.025145507062415,22.74783482940055,21.410245702659253,20.716808563728165,21.996917031345127,22.994386935445075,24.123714749310196,25.923545663387607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,23.02514550545723,22.747834716865473,21.410240917555825,20.7166852648818,21.994989305883667,22.976192328680792,24.020246091405845,25.5594085041967,28.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,23.02514550544334,22.747834715260247,21.41024080502072,20.716680481355894,21.994865958763945,22.97426660215917,24.002053863926353,25.454251426646902,28.12564041832903,31.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,23.025145505443266,22.747834715246356,21.410240803415498,20.716680368834535,21.994861174527703,22.97414330405627,24.000128194921405,25.435945247062932,28.02036938867476,31.12564041832903,36.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,23.025145505443266,22.747834715246285,21.410240803401607,20.71668036722938,21.994861062000084,22.97413852053682,24.000004897652566,25.434015016405713,28.002058647438517,31.02036938867476,36.125640418329034,44.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
