data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_42,yhat_model_38_to_42,yhat_model_39_to_42,yhat_model_40_to_42,yhat_model_41_to_42,yhat_model_42_to_42
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,24.6593649563023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,22.1776439031485,24.71975079377115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,21.96287319220989,22.513528702817077,24.5740926190508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,21.95626396986964,22.32437291716898,21.70391838941701,24.638213818376002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,21.95619004116239,22.31856986899984,21.45241844346359,22.05754137848804,24.555692740583176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,21.95618973826987,22.318505028578826,21.44464319136659,21.836151619439644,21.59977153114973,24.470138372024095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,21.956189737814068,22.318504763026695,21.444556072001664,21.829359118603588,21.342193810476285,21.12128350460534,24.408247841541346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,21.956189737813816,22.31850476262714,21.44455571484267,21.829283221558903,21.334245803119934,20.829915808394702,20.774799122884104,24.221591442246314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,21.956189737813816,22.31850476262692,21.444555714305086,21.829282910723954,21.33415680880332,20.820931219578053,20.459317678960076,19.73439783132893,23.998891220608414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,21.956189737813816,22.31850476262692,21.444555714304787,21.829282910256268,21.334156444048336,20.82083064494324,20.44959629115549,19.341814830876764,18.48988195004129,24.026254000020092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,21.956189737813816,22.31850476262692,21.444555714304787,21.82928291025601,21.334156443499367,20.820830232765246,20.449487495747686,19.32968509155876,18.008385302285237,18.637145762570633,23.89068412595082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,21.956189737813816,22.31850476262692,21.444555714304787,21.82928291025601,21.33415644349906,20.820830232144925,20.449487049919398,19.329549211333045,17.99351456646841,18.171987883840654,17.883227756034017,23.90638381366067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
