data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_42,yhat_model_38_to_42,yhat_model_39_to_42,yhat_model_40_to_42,yhat_model_41_to_42,yhat_model_42_to_42
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,27.21428571428571,27.857142857142854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,30.178571428571427,31.0,30.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,33.14285714285714,34.14285714285714,33.71428571428571,32.28571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,36.10714285714286,37.28571428571428,36.85714285714285,35.28571428571428,31.642857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,39.07142857142857,40.42857142857142,40.0,38.28571428571428,34.0,30.964285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,42.03571428571428,43.57142857142857,43.14285714285714,41.28571428571428,36.35714285714286,32.642857142857146,32.92857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,45.0,46.71428571428571,46.28571428571428,44.28571428571428,38.714285714285715,34.32142857142857,34.57142857142857,38.46428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,47.96428571428571,49.85714285714285,49.428571428571416,47.28571428571428,41.07142857142857,36.0,36.214285714285715,40.78571428571428,46.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,50.92857142857143,52.99999999999999,52.57142857142857,50.28571428571428,43.42857142857143,37.67857142857143,37.85714285714286,43.10714285714285,50.07142857142857,54.785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,53.89285714285714,56.14285714285714,55.71428571428571,53.28571428571428,45.785714285714285,39.357142857142854,39.5,45.42857142857143,53.39285714285714,58.99999999999999,60.96428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,56.85714285714285,59.28571428571428,58.85714285714285,56.28571428571428,48.142857142857146,41.035714285714285,41.14285714285714,47.75,56.71428571428571,63.214285714285715,65.64285714285714,64.24999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
