data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46
12/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,27.10651535622895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,24.84897671304893,37.71695184000546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,24.645513958766603,34.5850178702962,50.69618046861728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,24.6391638234605,34.31029978461778,46.551578044717445,58.77777730082224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,24.63909243086056,34.30180659074981,46.18843386477511,53.173574740719395,65.94725911661065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,24.639092137815226,34.30171143073529,46.177209087668494,52.682033858383946,60.19622941097303,76.53166185135063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,24.639092137373943,34.30171104062026,46.17708332803345,52.666834812957696,59.69902317756599,69.79536978668978,95.48073337537674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,24.639092137373698,34.30171104003308,46.17708281248009,52.6666645042016,59.68372649123084,69.20828961130086,87.59302260250092,120.14410079987071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,24.639092137373698,34.30171104003275,46.177082811704096,52.66666380598494,59.683555401667945,69.19017476937061,86.90583820066361,109.79921707150164,140.01618134276595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,24.639092137373698,34.30171104003275,46.17708281170367,52.666663804934,59.68355470071927,69.18997194066837,86.88463857664487,108.8929330832128,127.24709236342916,156.52729101068599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,24.639092137373698,34.30171104003275,46.17708281170367,52.666663804933414,59.68355469966447,69.18997110935565,86.88440122649891,108.86491994157,126.13190683551052,142.42641431467948,174.17803496067896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,24.639092137373698,34.30171104003275,46.17708281170367,52.666663804933414,59.68355469966389,69.1899711081045,86.88440025372535,108.86460608781283,126.09747524614153,141.20190286937626,158.4753374657385,182.19134909415584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,24.639092137373698,34.30171104003275,46.17708281170367,52.666663804933414,59.68355469966389,69.1899711081038,86.8844002522613,108.86460480116197,126.09708963954135,141.16417007589388,157.11074439776337,164.71414187158751,211.04270280015155,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,24.639092137373698,34.30171104003275,46.17708281170367,52.666663804933414,59.68355469966389,69.1899711081038,86.88440025226049,108.86460479922535,126.09708805897591,141.163747797156,157.06868247730623,163.19543172678408,193.79115704436742,263.87638354779267,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,24.639092137373698,34.30171104003275,46.17708281170367,52.666663804933414,59.68355469966389,69.1899711081038,86.88440025226049,108.86460479922428,126.09708805659704,141.16374606672147,157.06821169625078,163.14862064579543,192.30250272312207,241.29864519018687,296.259195011555,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,34.30171104003275,46.17708281170367,52.666663804933414,59.68355469966389,69.1899711081038,86.88440025226049,108.86460479922428,126.09708805659572,141.16374606411728,157.0682097669789,163.14809671523895,192.2567307455755,239.32015402401603,268.09316067001595,354.932778933902,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,46.17708281170367,52.666663804933414,59.68355469966389,69.1899711081038,86.88440025226049,108.86460479922428,126.09708805659572,141.16374606411583,157.06820976407545,163.14809456816815,192.25621890092629,239.25898942167467,265.63202615336434,326.1612807263261,465.6280874479832,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,52.666663804933414,59.68355469966389,69.1899711081038,86.88440025226049,108.86460479922428,126.09708805659572,141.16374606411583,157.06820976407383,163.1480945649369,192.25621680406633,239.25830410054803,265.55602477259094,323.67405348620576,427.2404346511734,514.4372920849521,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,,,,59.68355469966389,69.1899711081038,86.88440025226049,108.86460479922428,126.09708805659572,141.16374606411583,157.06820976407383,163.14809456493512,192.256216800911,239.2583012909875,265.55517356369,323.59753298263325,423.87380248350604,463.2506090499629,539.1017192666819,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,,,,69.1899711081038,86.88440025226049,108.86460479922428,126.09708805659572,141.16374606411583,157.06820976407383,163.14809456493512,192.25621680090927,239.2583012867586,265.5551700745844,323.5966771151638,423.76969605240737,458.7640111943757,490.8853962326686,592.0134989080447,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,,,,86.88440025226049,108.86460479922428,126.09708805659572,141.16374606411583,157.06820976407383,163.14809456493512,192.25621680090927,239.25830128675628,265.555170069333,323.59667360869145,423.76852947778605,458.62531290172234,486.73906636885505,538.8449891146525,633.8344068810505,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,,,,108.86460479922428,126.09708805659572,141.16374606411583,157.06820976407383,163.14809456493512,192.25621680090927,239.25830128675628,265.5551700693301,323.59667360341484,423.76852469510226,458.62375889010366,486.61174452295336,534.2250061515928,574.3391340471974,717.4367846893016,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,,,,126.09708805659572,141.16374606411583,157.06820976407383,163.14809456493512,192.25621680090927,239.25830128675628,265.5551700693301,323.59667360341194,423.7685246879034,458.62375251930735,486.61032143773843,534.0825939936949,569.1676497132037,656.0932139634164,755.3561840250069,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,141.16374606411583,157.06820976407383,163.14809456493512,192.25621680090927,239.25830128675628,265.5551700693301,323.59667360341194,423.7685246878994,458.6237525097182,486.6103156088672,534.0809999904444,569.0082329398681,650.7858794768093,680.8457114087398,795.8608442558918,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,157.06820976407383,163.14809456493512,192.25621680090927,239.25830128675628,265.5551700693301,323.59667360341194,423.7685246878994,458.6237525097129,486.6103156000966,534.0809934581046,569.0064486096101,650.6225427557265,674.3402200077286,725.414086138978,868.3265619198597,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,163.14809456493512,192.25621680090927,239.25830128675628,265.5551700693301,323.59667360341194,423.7685246878994,458.6237525097129,486.6103156000918,534.0809934482736,569.0064412973139,650.6207156331209,674.1393628483993,719.3533010211357,789.0686871528417,888.4043461696356,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,192.25621680090927,239.25830128675628,265.5551700693301,323.59667360341194,423.7685246878994,458.6237525097129,486.6103156000918,534.0809934482681,569.0064412863093,650.6207081470814,674.1371133843185,719.1671548002521,782.1743586555143,802.1453168247664,931.1654163954654,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,,,,239.25830128675628,265.5551700693301,323.59667360341194,423.7685246878994,458.6237525097129,486.6103156000918,534.0809934482681,569.0064412863031,650.620708135816,674.1371041639263,719.1650740709691,781.9617611803918,794.6593033961896,848.3485598941269,943.4344062028296,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,265.5551700693301,323.59667360341194,423.7685246878994,458.6237525097129,486.6103156000918,534.0809934482681,569.0064412863031,650.6207081358098,674.1371041500489,719.1650655481823,781.9593812872869,794.4286685459952,841.2141939148361,850.9027875442891,979.3780809705457,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,323.59667360341194,423.7685246878994,458.6237525097129,486.6103156000918,534.0809934482681,569.0064412863031,650.6207081358098,674.1371041500412,719.165065535358,781.9593715338455,794.4260876097813,840.9949595020832,842.8572810813008,892.0187699122052,1027.701005186311,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,423.7685246878994,458.6237525097129,486.6103156000918,534.0809934482681,569.0064412863031,650.6207081358098,674.1371041500412,719.165065535351,781.9593715191666,794.4260770337376,840.9925084283892,842.6092252735409,884.5019625623565,930.8832708022729,1112.45031317413,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,458.6237525097129,486.6103156000918,534.0809934482681,569.0064412863031,650.6207081358098,674.1371041500412,719.165065535351,781.9593715191585,794.4260770178214,840.9924983879091,842.6064486133603,884.2710773240398,922.4683594111146,1013.5225615645185,1160.0744613157328,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,486.6103156000918,534.0809934482681,569.0064412863031,650.6207081358098,674.1371041500412,719.165065535351,781.9593715191585,794.4260770178126,840.9924983728009,842.6064372341123,884.2684964109084,922.2089466942898,1004.9680563316642,1048.4578802649498,1184.5040198473832,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,534.0809934482681,569.0064412863031,650.6207081358098,674.1371041500412,719.165065535351,781.9593715191585,794.4260770178126,840.9924983727925,842.6064372169867,884.2684858391908,922.2060430353094,1004.7048353749495,1038.7494860958996,1074.7833970159727,1204.0106622619742,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,569.0064412863031,650.6207081358098,674.1371041500412,719.165065535351,781.9593715191585,794.4260770178126,840.9924983727925,842.6064372169773,884.2684858232835,922.2060311357857,1004.7018911257418,1038.4501326188843,1065.3183750273265,1090.222411681564,1250.6881237419607,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,,,,650.6207081358098,674.1371041500412,719.165065535351,781.9593715191585,794.4260770178126,840.9924983727925,842.6064372169773,884.2684858232748,922.2060311178772,1004.7018790629428,1038.4467816480947,1065.0273862689817,1080.3706707619679,1136.3180679988848,1271.812789030234,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,,,,674.1371041500412,719.165065535351,781.9593715191585,794.4260770178126,840.9924983727925,842.6064372169773,884.2684858232748,922.2060311178673,1004.7018790447903,1038.4467679150769,1065.0241324340468,1080.0673805908361,1126.4361468955253,1149.7877252215796,1316.759475111407,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,,,,719.165065535351,781.9593715191585,794.4260770178126,840.9924983727925,842.6064372169773,884.2684858232748,922.2060311178673,1004.7018790447803,1038.4467678944088,1065.0241191043683,1080.0639874955282,1126.1321563909114,1139.2063227880772,1197.1915543051468,1339.9342189678425,,
