data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_46,yhat_model_41_to_47,yhat_model_42_to_48,yhat_model_43_to_49,yhat_model_44_to_50,yhat_model_45_to_51,yhat_model_46_to_51,yhat_model_47_to_51,yhat_model_48_to_51,yhat_model_49_to_51,yhat_model_50_to_51,yhat_model_51_to_51
31/03/2020,,,,21.347409136936463,28.539144543406564,32.75988943605179,45.79360036906595,63.87746751701251,80.95492508281498,91.88785982665777,93.06495731700717,100.0641242210625,114.35478009822376,122.3099239864404,107.55108133126018,108.78873700157824,115.77373432854766,92.53123275861026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,,,,,29.629293937709313,33.978860356895886,47.508152061460635,66.27014985985984,83.97851686361469,95.32507547069315,96.556290421907,103.79714182592224,118.65381106332119,126.87119929212709,111.54983234601302,112.84681106890316,120.0981425189888,95.97534896731528,114.01817473309232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,,,,,,35.19783127773996,49.222703753855306,68.66193935007998,87.00210864441439,98.76229111472855,100.0476235268068,107.53015943078196,122.95284202841859,131.43247459781375,115.54858336076587,116.90488513622807,124.42255070942994,99.41946517602028,118.1321362407576,123.68228436579422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,,,,,,50.93725544624999,71.05266489398616,90.02570042521408,102.19950675876393,103.53895663170661,111.26317703564172,127.251089264564,135.99374990350046,119.54733437551873,120.962959203553,128.7469588998711,102.86358138472528,122.24609774842288,127.98009125772788,105.0071474558571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,,,,,,73.44339043789236,93.0492922060138,105.63672240279934,107.03028973660643,114.99619464050144,131.54822448786436,140.55502520918716,123.54608539027157,125.02103327087792,133.07136709031224,106.30769759343028,126.36005925608814,132.27789814966152,108.53271762577914,138.05109441850183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,,,,,,96.0728839868135,109.07393804683471,110.52162284150624,118.72921224536118,135.84535971116478,145.11630051487387,127.5448364050244,129.07910733820282,137.39567895906973,109.7518138021353,130.4740207637534,136.5757050415952,112.05828779570119,142.54583968501672,107.44028586910285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,,,,,,,,,112.51115369087009,114.01295594640605,122.46222985022094,140.14249493446513,149.67757582056052,131.54358741977725,133.13718140552777,141.71982868109896,113.19593001084031,134.58798227141867,140.87351193352885,115.58385796562325,147.0405849515316,110.81140333336636,92.28826062604058,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,,,,,,,,,117.50372755122574,126.19524745508066,144.4396301577655,154.23885112624723,135.54233843453008,137.1952554728527,146.0439784031282,116.64004621954531,138.70194377908393,145.1713188254625,119.10942813554527,151.53533021804648,114.18252079762985,95.1000339718363,135.03290745409032,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,,,,,,,,,129.9282650599404,148.7367653810659,158.80012643193393,139.54108944928296,141.2533295401776,150.36812812515743,120.08416242825032,142.81590528674917,149.46912571739614,122.63499830546733,156.03007548456137,117.55363826189335,97.91180731763201,139.0227511840105,156.64404826541588,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,,,,,,,,,153.0339006043663,163.3614017376206,143.5398404640358,145.3114036075025,154.69227784718666,123.52827863695532,146.92986679441447,153.76693260932979,126.16054715660388,160.52482075107628,120.92475572615687,100.72358066342774,143.01259491393074,161.15287795729657,153.76525405970912,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,,,,,,,,,167.92267704330732,147.53859147878862,149.36947767482744,159.0164275692159,126.97239484566033,151.04382830207973,158.06473950126343,129.68608034216797,165.0195660175912,124.29587319042038,103.53535400922343,147.00243864385095,165.66170764917732,158.0585937946145,195.79850801720988,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,,,,,,151.53734249354147,153.42755174215233,163.34049351032252,130.41651105436532,155.157789809745,162.3625463931971,133.21161352773208,169.51431128410607,127.66699065468386,106.34712735501914,150.99228237377116,170.170537341058,162.35193352951987,201.11652114900815,122.0785986923516,,,,,,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,,,,,,157.48562580947728,167.66402816318154,133.86062726307034,159.2717513174103,166.66035328513075,136.7371467132962,174.00905655062095,131.0381081189474,109.15890070081485,154.98212610369137,174.6793670329387,166.64527326442524,206.4345342808064,125.29792498769484,164.89816707361896,,,,,,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,,,,,,171.9875628160405,137.30474347177537,163.3857128250756,170.95816003394563,140.2626798988603,178.50380181713584,134.40916484075822,111.97067404661057,158.97196983361158,179.18819672481945,170.9386129993306,211.75254741260466,128.5172512830381,169.15846227886945,143.24138987817318,,,,,,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,,,,,,140.74885968048036,167.49967433274077,175.25507896415542,143.7882130844244,182.99854708365075,137.78002150687962,114.78244739240627,162.96181356353182,183.69702641670014,175.23195273423593,217.0705605444029,131.7362209802249,173.41875748411994,146.83975849872817,187.00884868062377,,,,,,,,,,,,,,,,,,,
