data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45
13/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,21.753154861208593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,23.487021216259286,57.0433924774009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,25.216676157464775,58.93331580789492,61.98978623940349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,26.942318947982194,60.822368859372574,64.73228070792145,74.37891550123464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,28.667944633331416,62.711152144318376,67.4706382275509,77.19351533169595,120.1578143644796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,30.393570318680638,64.59878684935482,70.2088632285523,80.00811516215725,123.07801725821908,121.22760080720946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,32.11919566671801,66.48642155439127,72.94708822955369,82.82271499261856,125.99822015195858,124.45160830576569,135.63376447536405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,33.8445304083956,68.37405625942772,75.68531323055508,85.63731482307986,128.9180280427047,127.67499230390123,139.0118321715268,165.7732676794035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,35.56986515007319,70.26120498567846,78.42353823155648,88.45191465354118,131.83597168270964,130.89666453925867,142.38989986768954,169.58826560691608,206.1138496319245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
