data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_45,yhat_model_41_to_45,yhat_model_42_to_45,yhat_model_43_to_45,yhat_model_44_to_45,yhat_model_45_to_45
13/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,16.93659977119823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,16.5725765641118,16.70170680056692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,16.467424048214273,16.335881221730567,16.301706800566922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,16.44911797796891,16.23061019207629,15.935881221730567,15.501706800566922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,16.447187748889217,16.212299450840053,15.830610192076294,15.135881221730568,15.491465997165387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,16.447064342295512,16.210369110844226,15.812299450840053,15.030610192076296,15.12564041832903,20.04119410185852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,16.447059557205897,16.210245702659257,15.810369110844228,15.012299450840054,15.020369388674759,19.68994666344253,21.923545663387607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,16.44705944467087,16.210240917555826,15.810245702659257,15.010369110844227,15.002058647438517,19.5863640534337,21.5594085041967,23.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,16.44705944306564,16.210240805020725,15.810240917555827,15.010245702659258,15.000128307442692,19.568167264301938,21.454251426646902,23.12564041832903,27.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,16.447059443051753,16.210240803415495,15.810240805020724,15.010240917555826,15.000004899257721,19.566241485958386,21.435945247062932,23.02036938867476,27.12564041832903,29.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,16.44705944305168,16.210240803401607,15.810240803415496,15.010240805020725,15.000000114154291,19.56611818711202,21.434015016405713,23.002058647438517,27.02036938867476,29.12564041832903,39.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,16.44705944305168,16.210240803401533,15.810240803401609,15.010240803415495,15.000000001619188,19.566113403586115,21.43389160979827,23.000128307442694,27.002058647438517,29.02036938867476,39.125640418329034,49.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,16.44705944305168,16.210240803401533,15.810240803401536,15.010240803401608,15.00000000001396,19.566113291064756,21.43388682470858,23.00000489925772,27.000128307442694,29.002058647438517,39.02036938867476,49.125640418329034,56.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,16.44705944305168,16.210240803401533,15.810240803401536,15.010240803401537,15.000000000000073,19.5661132894596,21.43388671217355,23.00000011415429,27.00000489925772,29.000128307442694,39.00205864743852,49.02036938867476,56.125640418329034,58.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,16.44705944305168,16.210240803401533,15.810240803401536,15.010240803401537,15.0,19.566113289445713,21.433886710568324,23.00000000161919,27.00000011415429,29.00000489925772,39.000128307442694,49.00205864743852,56.02036938867476,58.125640418329034,61.491465997165385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,16.210240803401533,15.810240803401536,15.010240803401537,15.0,19.56611328944564,21.433886710554436,23.000000000013962,27.00000000161919,29.00000011415429,39.000004899257725,49.000128307442694,56.00205864743852,58.02036938867476,61.125640418329034,65.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
