data,cases,cured,deaths,internadosDomiciliar,internadosEnfermaria,internadosUTI,percentual_cured,percentual_deaths,percentual_internados,percentual_internadosDomiciliar,percentual_internadosEnfermaria,percentual_internadosUTI,refuses,suspects,total_internados_DB
19/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
20/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
21/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
22/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
23/03/2020,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
24/03/2020,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
25/03/2020,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
26/03/2020,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
27/03/2020,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
28/03/2020,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
29/03/2020,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
30/03/2020,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
31/03/2020,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
01/04/2020,20,0,1,0,0,0,0,5.0,0,0,0,0,0,0,0
02/04/2020,21,0,1,0,0,0,0,4.761904761904762,0,0,0,0,0,0,0
03/04/2020,29,0,1,0,0,0,0,3.448275862068965,0,0,0,0,0,0,0
04/04/2020,32,0,2,0,0,0,0,6.25,0,0,0,0,0,0,0
05/04/2020,34,0,4,0,0,0,0,11.76470588235294,0,0,0,0,0,0,0
06/04/2020,35,0,4,0,0,0,0,11.428571428571429,0,0,0,0,0,0,0
07/04/2020,36,0,4,0,0,0,0,11.11111111111111,0,0,0,0,0,0,0
08/04/2020,41,0,4,0,0,0,0,9.75609756097561,0,0,0,0,0,0,0
09/04/2020,55,0,7,0,0,0,0,12.727272727272727,0,0,0,0,0,0,0
10/04/2020,79,0,11,0,0,0,0,13.924050632911392,0,0,0,0,0,0,0
11/04/2020,85,0,11,0,0,0,0,12.941176470588237,0,0,0,0,0,0,0
12/04/2020,101,0,13,0,0,0,0,12.871287128712872,0,0,0,0,0,0,0
13/04/2020,111,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0
14/04/2020,136,0,16,0,0,0,0,0.0,0,0,0,0,0,0,0
15/04/2020,151,0,21,0,0,0,0,0.0,0,0,0,0,0,0,0
16/04/2020,165,0,24,0,0,0,0,0.0,0,0,0,0,0,0,0
17/04/2020,195,0,26,0,0,0,0,0.0,0,0,0,0,0,0,0
18/04/2020,205,0,26,0,0,0,0,0.0,0,0,0,0,0,0,0
19/04/2020,236,0,29,0,0,0,0,0.0,0,0,0,0,0,0,0
20/04/2020,245,0,32,0,0,0,0,0.0,0,0,0,0,0,0,0
21/04/2020,263,0,33,0,0,0,0,0.0,0,0,0,0,0,0,0
22/04/2020,301,0,39,0,0,0,0,0.0,0,0,0,0,0,0,0
23/04/2020,345,0,40,0,0,0,0,0.0,0,0,0,0,0,0,0
24/04/2020,386,0,44,0,0,0,0,0.0,0,0,0,0,0,0,0
25/04/2020,447,0,46,0,0,0,0,0.0,0,0,0,0,0,0,0
26/04/2020,499,0,49,0,0,0,0,0.0,0,0,0,0,0,0,0
27/04/2020,543,0,50,0,0,0,0,0.0,0,0,0,0,0,0,0
28/04/2020,633,0,53,0,0,0,0,0.0,0,0,0,0,0,0,0
29/04/2020,699,0,58,0,0,0,0,0.0,0,0,0,0,0,0,0
30/04/2020,814,0,62,0,0,0,0,0.0,0,0,0,0,0,0,0
01/05/2020,926,0,67,0,0,0,0,0.0,0,0,0,0,0,0,0
02/05/2020,1034,0,74,0,0,0,0,0.0,0,0,0,0,0,0,0
03/05/2020,1169,0,76,0,0,0,0,0.0,0,0,0,0,0,0,0
04/05/2020,1219,0,79,0,0,0,0,0.0,0,0,0,0,0,0,0
05/05/2020,1361,0,85,0,0,0,0,0.0,0,0,0,0,0,0,0
06/05/2020,1493,0,92,0,0,0,0,0.0,0,0,0,0,0,0,0
07/05/2020,1493,0,92,0,0,0,0,0.0,0,0,0,0,0,0,0
