data,cases,cured,deaths,internadosDomiciliar,internadosEnfermaria,internadosUTI,percentual_cured,percentual_deaths,percentual_internados,percentual_internadosDomiciliar,percentual_internadosEnfermaria,percentual_internadosUTI,refuses,suspects,total_internados_DB
13/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
14/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
15/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
16/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
17/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
18/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
19/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
20/03/2020,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
21/03/2020,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
22/03/2020,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
23/03/2020,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
24/03/2020,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
25/03/2020,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
26/03/2020,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
27/03/2020,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
28/03/2020,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
29/03/2020,68,0,1,0,0,0,0,1.470588235294117,0,0,0,0,0,0,0
30/03/2020,77,0,1,0,0,0,0,1.298701298701298,0,0,0,0,0,0,0
31/03/2020,82,0,1,0,0,0,0,1.219512195121951,0,0,0,0,0,0,0
01/04/2020,92,0,2,0,0,0,0,2.17391304347826,0,0,0,0,0,0,0
02/04/2020,105,0,2,0,0,0,0,1.9047619047619042,0,0,0,0,0,0,0
03/04/2020,176,0,4,0,0,0,0,2.272727272727273,0,0,0,0,0,0,0
04/04/2020,212,0,5,0,0,0,0,2.358490566037736,0,0,0,0,0,0,0
05/04/2020,242,0,7,0,0,0,0,2.892561983471074,0,0,0,0,0,0,0
06/04/2020,246,0,7,0,0,0,0,2.845528455284552,0,0,0,0,0,0,0
07/04/2020,254,0,8,0,0,0,0,3.149606299212598,0,0,0,0,0,0,0
08/04/2020,261,0,11,0,0,0,0,4.21455938697318,0,0,0,0,0,0,0
09/04/2020,261,0,11,0,0,0,0,4.21455938697318,0,0,0,0,0,0,0
10/04/2020,263,0,11,0,0,0,0,4.182509505703422,0,0,0,0,0,0,0
11/04/2020,289,0,13,0,0,0,0,4.498269896193772,0,0,0,0,0,0,0
12/04/2020,302,0,15,0,0,0,0,4.966887417218543,0,0,0,0,0,0,0
13/04/2020,339,0,17,0,0,0,0,0.0,0,0,0,0,0,0,0
14/04/2020,376,0,18,0,0,0,0,0.0,0,0,0,0,0,0,0
15/04/2020,399,0,19,0,0,0,0,0.0,0,0,0,0,0,0,0
16/04/2020,400,0,20,0,0,0,0,0.0,0,0,0,0,0,0,0
17/04/2020,463,0,23,0,0,0,0,0.0,0,0,0,0,0,0,0
18/04/2020,516,0,24,0,0,0,0,0.0,0,0,0,0,0,0,0
19/04/2020,531,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0
20/04/2020,595,0,27,0,0,0,0,0.0,0,0,0,0,0,0,0
21/04/2020,608,0,28,0,0,0,0,0.0,0,0,0,0,0,0,0
22/04/2020,646,0,29,0,0,0,0,0.0,0,0,0,0,0,0,0
