data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45
13/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,1.1754555401578972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,1.062793459942321,7.176028973402456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,1.0530370037840238,7.06596190502863,10.52810925536878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,1.0527366155072009,7.056468954687664,9.285540780862139,15.395893787278006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,1.0527332547386277,7.0561771171067855,9.172245191145734,14.457014159340767,15.18063782394821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,1.0527332409681187,7.056173853803308,9.16869565688681,14.377804084592846,13.26034927197899,16.558175038631923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,1.0527332409473957,7.056173840434867,9.168655696565665,14.375389744280085,13.089208827386717,15.443634335039983,22.38978162073363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,1.0527332409473842,7.0561738404147505,9.168655532459978,14.375362833943424,13.083886944642144,15.351854162370481,20.510508288464564,33.06006782947313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,1.0527332409473842,7.056173840414739,9.168655532212814,14.375362723833739,13.083827189222657,15.349081166407645,20.343919681554116,30.584006838794426,53.15535459762937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
