data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_46,yhat_model_41_to_47,yhat_model_42_to_48,yhat_model_43_to_48,yhat_model_44_to_48,yhat_model_45_to_48,yhat_model_46_to_48,yhat_model_47_to_48,yhat_model_48_to_48
27/03/2020,10.957531255857518,10.04016168461183,8.25143161789852,7.2761044599257,5.768942628943498,0.4200613461137375,1.771592850975073,0.0003429536410283744,0.029923969412357455,1.4777506187327254,24.06904594255183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,10.957531255857518,10.04016168461183,8.25143161789852,7.2761044599257,5.768942628943004,0.42006134442466825,1.771591911109207,1.4026146712140936e-06,0.00033225378006668927,0.044868519937826104,1.9971372695415575,24.25404047192319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,10.957531255857518,10.04016168461183,8.25143161789852,7.2761044599257,5.768942628943004,0.42006134442373355,1.7715919096951425,2.1093240795841836e-09,1.3575921706749331e-06,0.0004994669679708939,0.06056070290365569,1.9834542595395843,23.59147980284694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,10.957531255857518,10.04016168461183,8.25143161789852,7.2761044599257,5.768942628943004,0.4200613444237334,1.7715919096943602,1.1667519890730122e-12,2.040918261515791e-09,2.04275839213581e-06,0.0006738215668501956,0.059825927198498184,1.9276373355118899,31.33724089450213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,10.957531255857518,10.04016168461183,8.25143161789852,7.2761044599257,5.768942628943004,0.4200613444237334,1.77159190969436,2.374059469315234e-16,1.1287717778906344e-12,3.0720236257470994e-09,2.7553496294245787e-06,0.0006643433846667455,0.05813307330841169,2.6000171986956166,28.46323330166426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,,10.04016168461183,8.25143161789852,7.2761044599257,5.768942628943004,0.4200613444237334,1.77159190969436,1.7770512544265918e-20,2.296672427987933e-16,1.699263561115844e-12,4.143385152099357e-09,2.714635872345369e-06,0.0006455204315614579,0.07885068746440718,2.314866707039448,37.86440150519313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,,,8.25143161789852,7.2761044599257,5.768942628943004,0.4200613444237334,1.77159190969436,4.8933928027588e-25,1.71909553115108e-20,3.457595131344985e-16,2.2918217216882685e-12,4.081080017700059e-09,2.637692283382964e-06,0.0008773730685546625,0.06967933786229509,3.142589573605799,38.07600322541051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,,,7.2761044599257,5.768942628943004,0.4200613444237334,1.77159190969436,4.957061884745312e-30,4.733772819561616e-25,2.5881093810259742e-20,4.663267176550991e-16,2.2571390233247364e-12,3.965391242534883e-09,3.5877839532278386e-06,0.0007731771961420628,0.09532016984614933,3.1153390863765695,43.309209588592964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,,,5.768942628943004,0.4200613444237334,1.77159190969436,1.8473262974359032e-35,4.795353981568971e-30,7.126770915811555e-25,3.49057796558705e-20,4.592532156041113e-16,2.1931516948527083e-12,5.3952150322964e-09,3.1584728296001173e-06,0.001060695629873197,0.09398447578061034,3.5688937136944947,54.29654098335439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,,,0.4200613444237334,1.77159190969436,2.5326094073255276e-41,1.7870618121409522e-35,7.219499293440747e-30,9.61184997165559e-25,3.4375856048444846e-20,4.462336958539526e-16,2.9842536440901597e-12,4.747841266232134e-09,4.337535582158681e-06,0.00104373560058566,0.10796551616131718,4.495132710415371,47.22152575579393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,,,,,,1.77159190969436,1.2773157524770258e-47,2.4499884777167985e-41,2.690458865662897e-35,9.736908012993468e-30,9.465881325094889e-25,3.340131783110606e-20,6.072195358376894e-16,2.625808343418431e-12,6.522729231602175e-09,4.265019292152394e-06,0.0012002431666446297,0.1362096854909167,3.8310397694829272,53.59930337127605,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,,,,,,2.3699206948131456e-54,1.235645933933024e-47,3.688509972257485e-41,3.628609836220888e-35,9.589023078526258e-30,9.197527765292282e-25,4.545199781112088e-20,5.34257834401605e-16,3.607926963065712e-12,6.411930066080796e-09,4.906437957800264e-06,0.0015151335117344917,0.11521482546977381,4.419546995789116,64.84882350230593,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,,,,,,2.2926067738761447e-54,1.860291557984799e-47,4.974676595739802e-41,3.5734958744366917e-35,9.317178285189332e-30,1.2515917456767895e-24,3.9989870756057427e-20,7.341220358750435e-16,3.546284230611396e-12,7.377267182751804e-09,6.195018645266747e-06,0.0012780331154247457,0.1337398823584289,5.359297524582612,60.684051797803995,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,,,,,,3.451569008161332e-54,2.5089666930341536e-47,4.899116410830581e-41,3.472188731098177e-35,1.2678760575099392e-29,1.1011759531934543e-24,5.495101180632922e-20,7.215526286576548e-16,4.080401449695349e-12,9.315508430247144e-09,5.220214631628862e-06,0.0014869560643919286,0.16228941587483556,4.946979739086639,74.2387390476481,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,,,,,,4.6551152541677883e-54,2.470857868076288e-47,4.760228453482557e-41,4.724936942419518e-35,1.1155003931815976e-29,1.5131621769270842e-24,5.400942345024509e-20,8.302438904426976e-16,5.152603397614557e-12,7.846723412890207e-09,6.078764605457894e-06,0.0018047983982049105,0.1490468670010608,6.142118397351561,78.64257167470848,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,,,4.5844083177576357e-54,2.40081004982e-47,6.477696550606856e-41,4.1570814962767396e-35,1.5328498421433005e-29,1.4872266274193128e-24,6.21455847265186e-20,1.0484173706109093e-15,4.33958468521784e-12,9.14012240447813e-09,7.378735874298681e-06,0.0016544383808169028,0.18608795670271125,6.4557013816383755,77.16307249871545,,,,,,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,,,4.454442199696622e-54,3.2670113584418347e-47,5.699187852068259e-41,5.712403008553028e-35,1.506574074295605e-29,1.711271889766851e-24,7.847666269472786e-20,8.8294462046487885e-16,5.055477212126477e-12,1.1095113828821634e-08,6.759357422563157e-06,0.00206986655681796,0.1950027444834252,6.3114644037125895,78.9569011145876,,,,,,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,,,6.061584822783951e-54,2.874371923648903e-47,7.831472464943941e-41,5.614478477823247e-35,1.7335356132009287e-29,2.1609757797825693e-24,6.608937083790602e-20,1.0286460694251513e-15,6.136866970546167e-12,1.0161209118923473e-08,8.463068165182256e-06,0.0021666001531466346,0.1904081556252844,6.476551841845006,80.65142479488664,,,,,,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,,,5.333084739012589e-54,3.9497851392789984e-47,7.697219994421905e-41,6.460287598094299e-35,2.1890913494167703e-29,1.8198600315572043e-24,7.699649149327227e-20,1.2486832510914406e-15,5.619787997710528e-12,1.2725931774989345e-08,8.85491818097485e-06,0.0021146038233885054,0.19560128790731368,6.611609427815987,81.83103530479977,,,,,,,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,,,,,,7.328397441235073e-54,3.8820748586406846e-47,8.856790793375895e-41,8.157987865405036e-35,1.8435327931205776e-29,2.12021455647054e-24,9.346691316971937e-20,1.143432798781824e-15,7.03896731985206e-12,1.3313126890057786e-08,8.640997285468756e-06,0.002173158514394143,0.1996290358123451,6.708438701740566,89.59355964935162,,,,,,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,,,7.202768125017409e-54,4.466901884800261e-47,1.118426942860454e-40,6.870203969079824e-35,2.1477988932007517e-29,2.5737538791508706e-24,8.558758866443966e-20,1.4322411615208382e-15,7.363343272567746e-12,1.2990724827180386e-08,8.881604168542132e-06,0.0022176869158478537,0.2025572547797623,7.3743954161557275,94.27319387296828,,,,,,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,,,8.287851277306064e-54,5.64076048485212e-47,9.418766860991952e-41,8.004103892553947e-35,2.6072393629490363e-29,2.3567737556223117e-24,1.0720680722742488e-19,1.4982120211345543e-15,7.184868191887083e-12,1.3353187280552645e-08,9.063252115065428e-06,0.0022502402742722713,0.2229943701430828,7.741547396562386,97.31495724210491,,,,,,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,,,1.046581851493739e-53,4.750332735989221e-47,1.0973300137127867e-40,9.716280397773447e-35,2.387432179984115e-29,2.9521042943385358e-24,1.1214403750961568e-19,1.4618860508776171e-15,7.385488071075721e-12,1.3626100696158393e-08,9.196329639126304e-06,0.0024786234356119173,0.2338878590893499,7.985854950305445,99.49692006523671,,,,,,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,,,8.813726113156579e-54,5.534358493246467e-47,1.3320624690385095e-40,8.897129384923002e-35,2.990512813408258e-29,3.088049887555956e-24,1.094246435211652e-19,1.5027168990669863e-15,7.536394859067204e-12,1.3826197188019802e-08,1.0131711165298336e-05,0.0025988406800019283,0.24121483907562538,8.161796164184087,104.22208771916529,,,,,,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,,,1.0268401095081798e-53,6.718226259249557e-47,1.2197599202039165e-40,1.114460890446014e-34,3.1282239164777144e-29,3.0131641037461614e-24,1.1248121149643635e-19,1.5334188587960137e-15,7.64706974021718e-12,1.523361141013348e-08,1.0621806907696658e-05,0.0026800438838946476,0.24649664440091415,8.559588097665092,105.48143923400802,,,,,,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,,,1.2464939200606099e-53,6.15183042923073e-47,1.527880528394706e-40,1.165780623484323e-34,3.0523626759868694e-29,3.097334215415327e-24,1.147792322869995e-19,1.5559380451206247e-15,8.425717539150329e-12,1.596977342764014e-08,1.0953384704694555e-05,0.0027385980177772845,0.25862370059511325,8.646879097211409,112.232111841969,,,,,,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,,,1.14140528943815e-53,7.705830184909531e-47,1.5982375714578298e-40,1.1375096001571623e-34,3.1376289356619727e-29,3.1606127676504493e-24,1.1646484421027804e-19,1.714385385724624e-15,8.832741441268974e-12,1.6468126582144383e-08,1.1192502765648579e-05,0.002873793268526376,0.26107934045417336,9.224713857864423,109.87766901207614,,,,,,,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,,,,,,1.4297331076149227e-53,8.060673895086432e-47,1.5594790693689676e-40,1.1692855353536488e-34,3.2017304103411777e-29,3.207028632501329e-24,1.2832538967658757e-19,1.7971917083267424e-15,9.108341587055286e-12,1.682752753813834e-08,1.1745733952746457e-05,0.0029003335019108967,0.27880224473887594,8.989696165755646,115.62705382670023,,,,,,,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,1.4955704763551017e-53,7.86519613660498e-47,1.6030426558835744e-40,1.1931738918511535e-34,3.248750152224866e-29,3.533630724319263e-24,1.3452331447120872e-19,1.853265288785526e-15,9.307100644407165e-12,1.7659675466351796e-08,1.1853084673985835e-05,0.0030983519743979886,0.27123217703362523,9.500124142606879,128.76296217431369,,,,,,,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,1.45930169102516e-53,8.084908214293448e-47,1.6357925951603932e-40,1.21069652385823e-34,3.579602910407101e-29,3.704296730225937e-24,1.3872046040333148e-19,1.8937049747803932e-15,9.767429791627701e-12,1.782045479623585e-08,1.2664055758176528e-05,0.003012308289639851,0.2870918151449995,10.608127292487563,132.96166246249126,,,,,,,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,1.500066890204703e-53,8.250081730193827e-47,1.6598154092410772e-40,1.3339941162710262e-34,3.752488114810977e-29,3.819870576638997e-24,1.4174740374055154e-19,1.9873734701972033e-15,9.856228977749622e-12,1.9040650746741033e-08,1.23094785633413e-05,0.003190343845193273,0.32088179009182705,10.908860915945976,135.85359380792818,,,,,,,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.530713039129833e-53,8.37124023615584e-47,1.8288514871189534e-40,1.398422290901276e-34,3.8695652607821027e-29,3.903221431629801e-24,1.4875882931469895e-19,2.0054319126247067e-15,1.0531293763421411e-11,1.8505939855617316e-08,1.3039867416512184e-05,0.003567071029856814,0.329469359502399,11.142525153506838,149.92705103104933,145.66426412338183,152.53101659613407,140.1309269337302,157.60262150965988,114.14720618320389,157.80094023811031
