,,,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46,yhat_model_1_to_47,yhat_model_1_to_48,yhat_model_1_to_49,yhat_model_1_to_50,yhat_model_1_to_51,yhat_model_1_to_52,yhat_model_1_to_53,yhat_model_1_to_54,yhat_model_1_to_55,yhat_model_1_to_56,yhat_model_1_to_57,yhat_model_1_to_58,yhat_model_1_to_59,yhat_model_1_to_60,yhat_model_1_to_61
,,,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
AP,RMSE,mlp,61.42242015993836,76.60015338415826,95.35225364104583,109.36961023805704,131.30891882922748,153.19213553984142,177.50852927893314,191.7844380043756,204.7440545313134,225.03300649127956,241.24148431479009,249.0230495545076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP,RMSE,svr,62.76691648985752,78.30990320550606,97.82639780707865,112.60845901150957,135.01262050580942,158.11905591734885,182.49763252672398,197.62496631678022,211.59937194101937,233.26771564569526,250.51719424730555,258.5038011438356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MAE,exponential-holt,1.4580793785289846e+48,2719.856899522627,2124.9560570016647,1616.1022113682684,1198.4548546278454,970.525002867026,768.3552068567717,4006.9431923234333,6503.763430421433,8637.862111061422,10197.446530364616,11772.390024490796,12955.16792339292,13248.445480783472,13718.943734399387,13557.577503585851,13010.909140737607,12848.568665207407,12595.451930731517,12702.379784510591,12756.063752313072,12371.83012008134,11582.813379475681,11266.63701731853,11466.155533734478,11227.880353919338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MAE,gaussian-process,38.561784330885786,46.8883758109249,57.00116385880124,68.58811046377497,81.52273683932512,97.95290120185926,83.99315158808817,104.43491060978322,109.27400651638594,129.77746623021622,136.79011472216544,152.35129924896944,170.86308107303168,180.61922260086442,205.1465408049408,224.89032531676557,232.91562157829327,249.63459843687255,246.51485272484098,255.44061019719658,279.983977873607,317.5744107650038,320.90588386646834,311.84548290736336,347.6228759385891,387.6739493808188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MAE,linear-regression,37.75238095238095,46.18333333333333,56.39703703703704,68.06424242424242,81.3078787878788,97.32153846153848,83.50615384615384,92.49687912087911,100.40914285714285,112.74562745098038,119.86921568627449,128.91789473684213,145.49670175438598,152.36505263157895,171.04753246753245,190.37908526256356,194.15051383399208,205.0084,199.27187692307686,199.2121025641026,220.92049382716044,253.5915745301952,255.1009129720854,234.5749964157706,261.47423655913985,299.6894574780058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MAE,mlp,37.13043605943969,45.30847173693076,55.36234138721336,65.29697824756393,81.24789999778504,95.37300407648756,82.62819782533207,93.95122409432189,103.09211837315272,116.87821939192708,125.80324963929415,136.3853821943895,154.36875187799524,162.1455983022062,182.41155435204533,202.5502293043667,208.25434841096526,218.75537291897186,214.8902263422301,219.11488581387246,242.13048463270923,274.7073012143063,276.81388833211463,262.83102594560177,290.2886351104117,329.80318425079366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MAE,svr,38.60220927118564,46.9399056715767,57.07308459012018,68.66985343068528,81.59045177753794,98.08387979116793,84.67143514217659,97.84285525969229,108.66402840066931,123.79348163023779,133.36664881873946,145.50049435249232,163.9463236562368,173.59465163202796,194.6013621737276,214.50466353558718,220.3922833062931,232.19225554030064,228.81119991458638,234.65950521950603,259.122717157876,290.6862885349709,293.16398886207315,280.315693456342,309.1899920766962,348.450586527643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MSLE,exponential-holt,11210.30764085906,8.727218445711154,6.694897409657116,4.946548025256521,3.5449075769353326,2.7276754647924233,1.993441994409001,5.964328794705224,7.447898984356673,8.204666380016603,8.512138698285204,8.776156544901399,8.839803991756819,8.555604879106129,8.355048809672798,7.978177291205231,7.510856341681813,7.195074507152537,6.882229180419307,6.705556743584481,6.462823246877152,6.0717042233007765,5.545552337290389,5.209530600357903,5.037775828319812,4.721850112082974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MSLE,gaussian-process,5.4245210156540455,6.3624484364600855,7.369588148062045,8.466048707992663,7.884086158888383,9.384883026797088,1.3982870424417024,1.9910456867468933,1.3955395511681732,1.5532299186291751,1.1804963665059118,1.1416273431674435,1.1404134713036842,0.9532392929296414,1.007489021992562,0.9730378185844516,0.810426803981491,0.7571325005595724,0.579180040718821,0.5154347016077561,0.5147744906591004,0.5607870928868108,0.4522592445931102,0.351785002259256,0.37372926612223856,0.39532377878922426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MSLE,linear-regression,4.196270554008516,5.227350974348339,6.3476152897691485,7.531487030800747,7.609497891480447,8.473923916293918,1.3618362510241169,1.1867925122888507,0.9769479564181685,0.8855285614914615,0.7194428173359405,0.6296386252992202,0.637901283970291,0.5346095014412996,0.5419600993289699,0.546831811555073,0.4484679680888371,0.4059785705235199,0.3088344060191248,0.2546341070796413,0.2584274362859582,0.2884641990570513,0.2363916441904565,0.1690853964620511,0.1777104890170783,0.199913830566512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MSLE,mlp,3.4234402486541606,4.214245742804026,5.0937954206627385,4.562148025636331,7.522142445956094,6.478912612008451,1.297580924413771,1.2707003676791502,1.087561855475483,1.0213127328460474,0.8610001030621617,0.767511540975508,0.7894181699807362,0.6583347388886768,0.6733124835735933,0.6783953370518836,0.5683692843084407,0.5011402750903672,0.3905555947521924,0.3339511097086085,0.3375053374361017,0.37263674488417,0.305043925948981,0.22805312225070976,0.2371335219803549,0.26251491767078544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,MSLE,svr,5.562724308297082,6.5109345779915895,7.549382157166533,8.655147688030976,8.019172731382573,9.648433157659152,1.44646810888842,1.5333873130198978,1.3735328796526107,1.3127957175797924,1.094211729453845,0.980680844849635,1.006561056430646,0.8419062336294534,0.8514767667028872,0.8484582958980096,0.6918936049133255,0.6237405978423544,0.4804977238935497,0.40832252682509096,0.4155476261399428,0.4499624327072305,0.3683391980413733,0.27136052340928585,0.2815211409833881,0.3080238679203905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,RMSE,exponential-holt,2.9000684794974642e+48,5363.758931701113,4135.630274939246,3111.035555009823,2286.491285692584,1837.7047338027987,1440.3896959626818,7560.745647684893,12204.6835628588,16079.474161622815,18801.582009040438,21492.56652855764,23400.589026180638,23644.23413599937,24197.988416975983,23619.438383062232,22379.92610245983,21830.72444909841,21137.784869816143,21062.649985825858,20891.66167265781,20008.317129747546,18491.298545838446,17770.524159367993,17878.14949071469,17301.560996565677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,RMSE,gaussian-process,54.42695202555155,63.27138126113406,74.43439589071906,86.93069907176405,101.61020469150131,119.62221835233063,111.69841335574556,132.12844299611731,140.7677442184974,165.35813835032542,177.482383436427,195.37854392617217,215.33831351506456,229.33930791185432,255.1904435462761,275.1510168640901,284.3476816408047,301.03320870753987,299.778583933252,309.3440727734858,337.8817794620568,380.4580924011112,397.19589286924116,401.5571405394672,444.6974045462142,494.6587218675621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,RMSE,linear-regression,53.390265106695864,62.4349698723637,73.76082803959308,86.37129088885473,101.36540071844,118.93679515862007,111.12578268315235,120.2178261399741,130.318464443186,146.98370314718323,158.28383775941163,169.4110949441797,186.60887627524352,197.19526545959187,216.87450858697326,235.4339984398631,240.04846631421756,250.47149310317403,245.89952823335912,245.69330465717624,270.1260181908579,308.14195327651186,322.87393710976824,315.78848710207785,348.96101559962926,396.9338608236315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,RMSE,mlp,52.36116237942194,61.29597310941577,72.55038738733545,83.11404257997049,101.27877633516192,116.82947626509569,110.07309373070524,121.97303597895416,133.55653447966728,151.97773956405143,165.48471187438676,178.39436109467468,197.5378526386224,209.0590939867493,230.73942779371484,250.78202154213244,258.2820353396507,267.9160611608628,266.1464272053396,270.18615375124807,296.53303574635515,336.66340641353014,352.4093754172346,350.43691133597383,385.8172283763467,436.1269927091776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,RMSE,svr,54.50935335213673,63.35244742562394,74.52459801422249,87.0182599828137,101.70071530853001,119.77892966843638,112.36411000675457,126.61988132523729,140.37277626905507,160.47175967555316,174.85945928216918,189.32149018495963,209.76682756077545,222.95921780731442,245.5929081643092,266.52168006913587,273.2672310557728,286.17929275662067,284.2905524242678,288.60884211750823,317.2995775241096,357.50047941412214,374.4529434580181,371.10096955452383,408.2444609594052,459.39712069923064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MAE,exponential-holt,868.7244445268125,771.1527455896056,997.9396125896753,1284.574113335657,1547.7278046002384,1846.6468171997033,2143.5692724170576,2481.7211173668925,2753.0248919714245,2855.7806079185602,2892.0207576167986,2823.198460681651,2733.831472281483,3525.7823500853474,3635.897877833097,3729.6462607510707,3760.494085890382,3870.020243193532,3825.791792577696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MAE,gaussian-process,506.67071196775225,514.2602077441461,587.2486709840248,612.6348391342781,647.3108232921679,683.3572844785773,693.2615947654143,750.013824016977,798.1334110688458,825.1827904840835,901.9730422250481,934.2305700910003,998.5462044212717,992.0532326380243,1095.0540969361493,1154.7209742289224,1209.8389077419204,1363.9102707987656,1403.5159551697989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MAE,linear-regression,205.17767857142863,228.43523809523808,223.37629629629643,225.62472727272723,213.4860606060606,198.65642579642585,161.88600732600716,159.0344322344322,173.05573015873009,181.14172549019617,214.72784313725484,244.30722623552344,268.3500584795322,230.99698245614024,237.35729870129856,272.19121400338804,273.7731093544137,342.31686956521736,413.62416410256407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MAE,mlp,337.52783048719976,372.70861981840113,374.9723996573204,386.02345552292593,381.7181310090387,368.66751285078493,349.874751722442,355.49759962591975,379.28259574552817,387.816310621588,420.5661363586432,443.6950590166006,461.5904042616539,424.0044396973337,433.10417370274183,466.96538284719185,480.6917888590027,556.8434010813477,633.5379444525734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MAE,svr,381.91629208385973,414.35861309498614,415.16445504739517,430.2760717221514,428.55031266516886,427.45538653477786,405.2718646300824,405.4688761254808,430.9447768474359,445.4293449768472,482.0940082447802,510.2761507889435,527.6097282670377,494.27844887831975,505.87285782454717,539.8789069551657,550.9030904552003,623.8501262722755,684.7065857923328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MSLE,exponential-holt,0.5236408670091544,0.4085807343706466,0.5070368429928925,0.6286965745850976,0.7191940812963009,0.8193220243668943,0.9103098220057498,1.0117489132720732,1.0767598375997791,1.072560297805401,1.0312200049092264,0.9493735815163208,0.8575032483583629,1.0756050044818086,1.0327770560524645,0.9781543025597604,0.904640908884528,0.8582937299769136,0.7748720231006819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MSLE,gaussian-process,3.1910430513339345,1.6657882978120138,1.990053993357907,1.6457929741672126,1.4810517920203248,1.3726136881621511,1.1306591015893823,1.2040376542222857,1.217208143970112,1.1284979615121815,1.2576055155925725,1.1442915185942357,1.1546530548275789,0.914509976801183,1.0236904624326448,0.9610111482741892,0.8895068474365317,1.0575117492734771,0.9269816744652828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MSLE,linear-regression,0.14611475456962894,0.13834091436384496,0.10655546847360003,0.08935471313727217,0.06685876440073964,0.049849311956182,0.03165116321076423,0.0249373642495675,0.026079527780503698,0.02472330094617516,0.03088141088375235,0.034983151668435145,0.03709362120876783,0.025192979268998963,0.02571520658651542,0.03205510408350013,0.03370419843201973,0.04428014301154717,0.05064958834099827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MSLE,mlp,0.6008399529940488,0.5536414971139315,0.43815994152298665,0.3805681167537394,0.30195878006477755,0.2364101953518495,0.18251967090869065,0.16108705026773024,0.16014293080837386,0.14332236904644666,0.1493084690106656,0.14812725301614252,0.1440356716155687,0.1054659257867163,0.10118062170027184,0.10754760670526108,0.10207539725457508,0.11967891212011555,0.125547299835731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,MSLE,svr,0.9358682873558692,0.787200621682743,0.6042936107690942,0.5238404815291192,0.41978949222289696,0.3483573085183378,0.2661061072157462,0.2283483494451541,0.2259554506841612,0.2085445357785224,0.21643867769101613,0.21219532328808746,0.2009117485135486,0.15246003363384292,0.14192211904638755,0.14780679672779193,0.13882284676598833,0.15781298335189406,0.16339840226847416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,RMSE,exponential-holt,1372.0964595028472,1222.4525559735805,1545.0241888465064,1951.530776670041,2319.577131795721,2736.455595277877,3149.6915448392474,3616.5958425531,3970.2065176159695,4091.1785575802974,4115.408657698083,3999.8607497405733,3854.572709430983,4782.606382775957,4871.238404058911,4932.840556960426,4914.587503162168,5005.03666591725,4910.141913416597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,RMSE,gaussian-process,591.60087425632,589.5241581958204,665.1587328536567,692.8831723138386,730.8343365515167,768.215517887073,780.7617051855194,837.4266835071891,883.4935194906516,907.2775311120253,983.0250479087348,1015.520074755368,1084.291769430243,1084.689016911191,1204.2491253059184,1287.90689139577,1371.936763071687,1546.0607919866034,1609.6259982601664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,RMSE,linear-regression,253.68337868275486,274.013982614352,274.18042541183047,276.8523180862896,268.8441391019647,255.42788062258774,224.6407422336554,209.7768381999971,220.08688138729846,219.52368527564676,252.57236093573366,281.4439565066891,312.64748786813817,290.9795695759732,330.66481229129454,407.0189880093155,459.459871915588,549.9878138113414,617.4377338986575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,RMSE,mlp,417.1385211764981,450.22206426104265,459.1005579217573,474.9885328681021,476.13054358538886,467.94525541906717,452.9877605732434,453.8666991762349,472.24819657536455,469.01165663170815,500.75132025805794,527.8484401396563,560.235463215534,532.7088076880516,575.3028231709659,651.6971280605446,701.6682069840622,802.7585980475071,873.6311820438208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,RMSE,svr,470.04097188126315,497.1031219613086,504.93012827024734,523.4480167836614,528.4323549393828,531.8226319708743,516.3422818221298,514.8152537425589,535.7096472302277,540.2258881270583,575.4988002480063,603.5825406392865,633.1243604818683,611.9195572876615,651.596587483591,729.8839847469327,783.8545984447378,886.0334775820795,961.6319490350123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MAE,exponential-holt,103.9589317510528,119.03298475223906,130.54098765340623,132.72176977308868,128.86911054260722,112.10738838406816,37.58021594061957,157.4302852819826,310.6709616050943,450.80336298721136,568.4576814192433,714.23279254457,740.3706162328697,869.5865957151683,1006.4583164551552,1136.6254578589294,1248.5390623843255,1318.0085278015092,1345.3520922990588,1354.7213804594815,1325.6138187927636,1329.9032071914794,1403.4296003926725,1398.3717320931632,1327.8813664093946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MAE,gaussian-process,97.55680941709358,115.06326251600258,129.12105887855782,141.32152160733622,160.0310319455046,163.98024569494675,139.5148275145924,157.24023836068574,157.2078855257948,169.3730314080178,162.3115988680179,190.90360114982042,162.32648254567542,165.8174945762244,149.9496529793518,148.61842323571898,145.7617077150697,148.85269880607945,148.1189099917179,157.41695111743113,145.1126090465462,119.6273280035788,134.69914878598863,150.69305438890163,159.3722108454246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MAE,linear-regression,96.16,110.92603174603174,124.03955555555555,132.90941414141417,147.61018181818184,149.8893861693862,117.87948717948721,119.07117948717949,118.02387301587305,118.58117647058826,109.89676470588236,127.54394679509231,103.997567251462,90.31160902255638,76.32593939393936,64.43017504234894,59.69870882740449,57.66757101449277,54.85110769230774,60.23721937321943,48.647152353819024,29.714154351395745,34.23411494252871,46.12326486219262,52.435236559139796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MAE,mlp,95.56183474853957,111.82155178531677,125.01957619872029,134.71779094734262,151.499475930136,154.37366952772382,124.82561394113851,130.36473933316236,134.90600997907612,138.2282293811513,134.37566132593616,154.69679621944098,133.8455111208153,123.33306905723326,109.8326508567986,102.05815074109468,100.49982209005232,105.42752046634392,98.589719474249,104.48593312549464,88.60284338253591,79.60395604817474,82.98702414534303,99.03525620293257,104.38170909637545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MAE,svr,97.57928325894844,114.41294303956137,129.26508349407672,140.38963291686784,158.3450149375759,162.9088278490884,134.76886813814585,144.11977192688352,149.6380444570197,154.2881929717129,150.79694157650584,170.83913177348688,149.7921451230624,139.91427904795083,129.75863587510506,122.38702628017792,120.69901725669159,122.29140743682034,120.84712699542358,127.18871468093056,116.34938382454266,99.36354238836495,109.44640062430322,125.27261487837444,131.81163352174357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MSLE,exponential-holt,5.8159105973042475,4.498241164765634,3.112200090799233,1.7643992386542826,1.081897899558403,0.5332778501738865,0.03842882026129082,0.18257309753444348,0.41145428242355214,0.6108413930213897,0.7579943845966408,0.9337095656967114,0.9268591797627536,1.0567432507646568,1.1836205744486386,1.286647655475472,1.3602040112035163,1.3850710055883864,1.3604058565761623,1.315750453116072,1.2331629996377622,1.1888840677923287,1.20360915838168,1.1411640187125505,1.0280100821813485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MSLE,gaussian-process,5.7515515440758875,5.914786366274773,4.472927723086185,3.365699017037361,3.3764335944777213,2.1421711065101863,0.8389243994646929,0.8899815255769236,0.6836736233378101,0.6690319604454206,0.4763059056165547,0.6162681064168365,0.33874473540056865,0.30564158169314465,0.2121989934352726,0.18423482139753475,0.15728183719713587,0.14759448622990512,0.12924608363222406,0.1333548440505689,0.10300078960227614,0.06630011406614933,0.07747557671952511,0.08926149726112405,0.0912935018156435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MSLE,linear-regression,4.9053986545078185,4.150500478289568,3.266542757239272,2.310635948621275,2.106209187475825,1.3998456756250628,0.4838985808355497,0.3723869507628405,0.2869179931957985,0.2354350829680853,0.15979238269088694,0.19309590894312115,0.10370126877409493,0.06643175491907415,0.04146599411239265,0.026525810136166787,0.020236503402240917,0.01689891321292345,0.013335580788538491,0.014595206343606552,0.009005600101192347,0.003029625773955648,0.00406766492483476,0.007460150580885977,0.008648487653488935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MSLE,mlp,4.608228604836593,4.453820398140441,3.4556568176503735,2.4962340631706463,2.421334064648056,1.5961841841977134,0.5825600571819914,0.4926180568514377,0.4265717394591402,0.3665589814085408,0.27604217593632024,0.3331268325034632,0.20412284256899452,0.14742406710160694,0.10048410967164656,0.07660054346110895,0.065997623107917,0.06512796099698501,0.05045186896295036,0.05388094913045833,0.03853588944370365,0.0245075137720403,0.02523966015887329,0.034829524709121686,0.03569084766516411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,MSLE,svr,5.773330035216727,5.6069428498569165,4.522385759831696,3.2436260734192457,3.1763466261550253,2.083296469112279,0.7578203317673649,0.6937278085366347,0.5949477722023826,0.5244356900264538,0.38886097307643896,0.4578374221182733,0.2797806000170692,0.20651704481257346,0.1542810293022766,0.119277005656384,0.10265876590736554,0.09336336701549744,0.08216113078014221,0.08562650549105448,0.06989485485406068,0.04243892824582747,0.04750908420847226,0.0596042730247679,0.060748945844511584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,RMSE,exponential-holt,131.18966046907474,145.83108116401826,156.15623312818002,155.2815933960707,142.7137132248279,120.01440570515742,43.09226074717806,256.30862339849045,479.2349922487882,680.674055632316,845.2388649982198,1043.2024423187663,1076.1332099851857,1244.625940141734,1418.7209541269638,1579.0552506865058,1713.0189275657538,1790.8647850404889,1812.479478131708,1810.7811031359463,1759.7019308567105,1749.4385869059213,1823.2588659414828,1800.4218591216725,1700.8725936436065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,RMSE,gaussian-process,127.31755714053864,145.6399782159117,160.25700378188003,172.42945405030562,189.5312863549899,192.45332594571946,171.6065108338872,189.69622440209488,190.7071744632776,200.97329897916157,192.21360521275642,217.64464017251882,189.20011029035217,191.1434068171944,175.75187241152787,174.80322123842342,172.23934930675017,174.7339430568534,172.8521791872493,182.38986669847583,172.1897211415916,150.00345931614538,167.68797437960114,186.44841726712312,195.71142484574509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,RMSE,linear-regression,125.69236821928142,141.01450462269253,154.3053906549774,162.83874802873348,175.29761369908906,176.01138679167565,147.1364655618985,147.4996987294371,145.20308111583887,142.99912144534568,130.7590948443571,145.0432874205109,120.31436192543163,105.04812083973336,89.97696945174246,77.75517290029329,71.98927067020294,68.64355959369944,64.12677140465611,69.41330315579239,59.114430312436504,35.765454286503854,44.85694697540193,63.92725079312847,70.69219835476385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,RMSE,mlp,124.97946997009451,142.07643001702326,155.48543337207528,165.01364375833376,179.98186229455175,181.414936467524,155.51360341245461,161.20471750872062,165.87889923153068,167.26345649311315,160.57736892011178,178.7885493221274,158.19790946274298,146.71706450933766,131.94075193398305,123.97422049860542,121.88393285495114,126.00092494917246,117.78867384059029,126.60237245518513,114.93458257659721,96.88156486231293,103.45864241307396,126.04018865381964,132.35686620293643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,RMSE,svr,127.34933519703705,145.10417840949864,160.42349973863114,171.66014954490416,188.0691450179681,191.56981659819957,167.3347220273186,178.18481754842642,183.67753650866283,187.6936724296375,180.5441467379787,199.2353695667345,177.49417400861276,166.77636882771912,156.36883633509072,148.36447409745415,146.15396632106138,146.2171845636704,144.5718461782201,153.46717549636298,147.686335851332,124.2471133737753,136.91555637104042,158.5113442464045,166.12669054932977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MAE,exponential-holt,18.714285714285715,22.428571428571423,26.642857142857146,31.714285714285715,37.642857142857146,34.25714285714285,21.273175759667208,7.476234456167062,21.54308308485096,87.47423213298784,121.32197424823707,143.0301748265026,159.74495606375012,179.67934377921605,167.49064160025546,173.8978079066135,178.72490076958027,183.9533998688731,209.30493307133403,238.14190156385231,254.15033201591092,309.4191462234618,361.13882602369057,378.15406625591913,368.3591701785645,394.26820584664887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MAE,gaussian-process,17.45796156430903,20.915781646150318,24.84302964313618,29.56810416071439,35.09346075243912,32.039696275962825,39.27367193742546,44.102183506650356,39.923928860910976,51.45217988341855,56.6603264498017,66.5000073319547,72.1455341626951,89.12042485976234,95.63668255634407,111.9092077880603,124.80151371594452,137.54538245197278,151.05699618522866,170.0892737768598,187.42064445269656,219.04357134108952,257.4808512003005,307.7026713555933,343.01875405802974,399.3040295980706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MAE,linear-regression,17.466666666666665,20.933333333333334,24.86666666666667,29.6,35.13333333333333,32.08,35.759560439560445,40.89491575091575,34.945904761904764,41.76521568627451,48.40042483660132,54.987327141382856,60.850432748538005,75.32991478696742,83.15035497835497,95.91520421607378,109.40843214756259,119.71493526570049,131.28375384615384,148.26642962962964,163.5075674942341,189.64311986863711,226.91632183908047,273.82023482882215,307.9421935483872,357.3741055718475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MAE,mlp,16.304907771157925,20.627058393986285,23.155114483730568,27.822612487222877,33.81951172758085,31.544856810753945,35.758638083680495,40.76504636616404,35.839182098516986,43.47137082387935,51.21185859679832,58.184177308134544,64.41872509274303,79.2199616792682,87.11712351002039,99.99513904896996,114.18401885522258,124.51016582791813,136.8961814224217,154.2506372245795,169.99776882855002,197.2155011145345,235.0842558518648,282.6754007613592,318.2458869391861,369.0641223953471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MAE,svr,17.466666666666665,20.933333333333334,24.86666666666667,29.6,35.13333333333333,32.08,37.391162683966456,44.172777383149175,39.61620683661804,48.95675490091013,57.07535484031339,64.8267524421285,71.91164374212399,87.22828231463029,95.7428784810928,109.24821308662676,123.29290048922806,134.20501965370306,146.6146948783759,164.2171065497974,180.362717157876,208.5995860733783,247.18785644431682,294.387537311299,331.6674585596842,382.28673404972375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MSLE,exponential-holt,4.75319496414467,5.529090724667044,6.3634375592301025,7.287770094957241,8.29196872462999,1.8275563046022316,0.26178371120198196,0.08417000403507742,0.05238558577948167,0.3702504844885775,0.4831048019800113,0.5098958850067165,0.5048944960508825,0.4998469449445357,0.3847906446391749,0.3421455852147819,0.3030300313449182,0.2689244377865991,0.2767427523184445,0.27927926284572024,0.25036871707771263,0.2721798869560777,0.2790556728664743,0.24273503737657576,0.18930850990830256,0.17454502843573022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MSLE,gaussian-process,4.349774359072026,5.056217540153769,5.826673229536028,6.6736519574150215,7.5981922120117815,1.696801910903577,2.055905671811752,1.719586874468487,0.7837931258769195,1.1499870100703518,1.0241963637890834,1.1417166135791177,1.0026067843564648,1.3210709314950628,1.103445511092611,1.209281457128904,1.148417627427588,1.0596253257466075,0.9911663968398342,0.9729407415074446,0.8345467651945836,0.8654526169287828,0.9260299765912058,1.0351622001436238,0.9796151500217009,1.0915322970955172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MSLE,linear-regression,4.436315299868358,5.160484676355908,5.9392083886147615,6.801918755293426,7.739170809654657,1.7071877841567031,1.352271218108271,1.2183432768030409,0.5046674366785011,0.5679009508388368,0.5844684643859506,0.5879103405354626,0.5544090583967731,0.7020774935552935,0.6579996282588614,0.6859132255958487,0.7023281394107478,0.6442510088098049,0.6067037929297616,0.6026747549815167,0.5322290784484186,0.5428247367899336,0.6026801969343374,0.6861995974932938,0.6708649083810962,0.7347696376290062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
