,,,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46,yhat_model_1_to_47,yhat_model_1_to_48,yhat_model_1_to_49,yhat_model_1_to_50,yhat_model_1_to_51,yhat_model_1_to_52,yhat_model_1_to_53,yhat_model_1_to_54,yhat_model_1_to_55,yhat_model_1_to_56,yhat_model_1_to_57,yhat_model_1_to_58,yhat_model_1_to_59,yhat_model_1_to_60,yhat_model_1_to_61
,,,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
ES,MSLE,mlp,2.2675270907934104,4.380979018157223,3.0177504345332755,3.6809895531934624,5.059475557576301,1.569058207327259,1.3508980970958215,1.2020655981611417,0.5472727637808308,0.6497036516092709,0.7098414579487546,0.7147842672250756,0.6710415940657454,0.8451254924020394,0.7780146056083195,0.7985940728723406,0.8224083761047241,0.7422442091894357,0.7047367619356799,0.6941501807475601,0.6093634672504924,0.6192619754496673,0.6813460939897115,0.7757918558653396,0.756059103269518,0.8293911180355802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,MSLE,svr,4.436315299868358,5.160484676355908,5.9392083886147615,6.801918755293426,7.739170809654657,1.7071877841567031,1.672498218464883,1.7419061045989486,0.7630694420067368,0.992266071117942,1.0604135571299351,1.0706020425751943,0.9980078193055576,1.2462583158963367,1.121961348778508,1.1317115759481653,1.1191298053019507,0.9943400220999375,0.914037035246924,0.8852026083673998,0.7593790435326097,0.755780710945342,0.8205087560475948,0.91877855824964,0.8840110865352641,0.9509547349154184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RMSE,exponential-holt,24.451117415307284,28.12472222085046,32.24349325279221,37.41275565518111,43.49466305520385,42.21326805638246,24.410538748220027,8.289418775544446,30.747692530204965,131.52212427597772,180.01043857714257,211.4731265465381,236.37621771860057,264.2545603972079,249.32032804993904,258.97491231744203,267.8066458153786,276.6026545427374,312.75477339392535,349.1625746432024,361.74527625548734,429.7328586851079,495.4023916164539,515.654052796831,508.9675513899418,558.8074959900885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RMSE,gaussian-process,23.58309944603829,27.127844514807986,31.107076207276982,36.09888557370747,41.974133971000974,40.74134453429174,49.54892189038897,56.54611071498294,56.339217737321434,68.63219179855665,76.47906244656791,87.52338072268076,94.56401155207304,113.33544834392444,122.84460674315076,141.95364352645373,157.82220251916604,174.30436598330903,190.68770131598626,215.6584410774889,253.18261891805508,302.3792200372596,355.2846972310301,420.2303576087487,468.3624770912654,526.7392715098132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RMSE,linear-regression,23.62202362203543,27.17106303895132,31.15017388929528,36.14415582082393,42.01983658543506,40.783983784487425,46.037169720281064,52.89321061485154,50.73698668315921,58.52897215521182,66.97312426786603,74.86395744526088,81.56914801183491,97.82448688793603,108.20691091857435,124.03377652548883,140.0857149909011,154.18171732649608,168.45667651225415,191.2800989467996,227.2890267249236,271.6183531757835,322.4362987043428,383.9901732711084,429.7885677948868,481.3720006219625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RMSE,mlp,21.786681711835737,26.765180674642288,28.986457386987592,34.08804131865589,40.617144204501045,40.129394616686824,46.02023873032866,52.744564440679426,51.79113192976582,60.55549031596235,70.33753584046798,78.73601756707994,85.85106376748321,102.60201274279301,113.07680135052613,129.05924884055392,145.98646561241355,160.12276502419869,175.49733792180083,198.7479177401699,235.3255015073918,280.6461690191262,332.1890279442661,395.38728862202635,442.54281672064894,496.1668220018422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RMSE,svr,23.62202362203543,27.17106303895132,31.15017388929528,36.14415582082393,42.01983658543506,40.783983784487425,47.97398877370126,56.678368039667845,56.020771712587745,66.71617343943622,77.02951999409525,86.44182527658609,94.49505713369908,112.11943027429214,123.3191985926393,140.1352734926564,157.07169941703094,172.05501963021598,187.42160679215255,211.36725061021824,248.24985408865865,294.1551396785838,346.85104132114037,410.75255384775045,458.81689304744276,512.2647759773478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MAE,exponential-holt,27.027418352630807,23.591930070106997,23.4446178182375,24.43100370840611,24.365675227953812,27.008125152530194,22.054002627653702,10.782604684225404,4.112905546282343,7.383407377492907,9.506791604031381,6.8442370762976354,8.185250629709259,13.140081774463114,20.857710562738163,14.099584319513571,17.46636920159389,26.921466275606807,31.89731380152295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MAE,gaussian-process,30.883008639187736,30.887410195836647,37.20446482483568,40.5605785454735,44.25447347153975,50.94650257558681,49.31724489438992,50.295443927110774,53.487074608774144,63.521499239228,71.19935617635693,82.35811796751008,91.92431376847112,106.8622363265438,106.14224479294286,112.26453653021372,118.47040941894377,134.59966734062408,137.37683307262475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MAE,linear-regression,20.912380952380953,19.666666666666664,22.70451851851851,25.5240404040404,29.301333333333325,34.4855477855478,33.95509157509158,31.530754578754586,34.001428571428576,41.26786274509805,48.776862745098036,58.95455567022131,68.37922807017544,82.38504260651628,82.70441558441556,84.4091323169584,90.00695652173913,103.56939130434785,107.29758974358977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MAE,mlp,21.905069151056466,22.525087416368386,26.79159884713146,29.991319292755204,33.18010923185907,39.309847668788144,37.49324109396822,36.10035856575272,38.78350859104553,46.76996451629189,54.78793579516269,64.96994593373937,74.64688028104432,88.82470898133529,89.36169310872202,91.25898246847215,97.77028490720578,110.90803866894319,115.24080296311222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MAE,svr,30.101979599097728,30.60531847580821,35.97929414908033,40.50916032981149,43.674723316874626,50.52988498794439,49.37157062495324,48.262825788530165,52.03282232357042,61.48508599685571,70.06883174922909,80.44083753590897,90.36866259994184,104.01459926342423,104.2890129680249,106.78079068625486,113.84600597014177,127.44138090107819,131.1916331615272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MSLE,exponential-holt,0.5830905181175403,0.2941898407879745,0.20716354654010355,0.1796197997073557,0.13987147904535915,0.14040818705911012,0.062328157774696365,0.011379721677204031,0.002946032785309873,0.0039328337067748975,0.005472719902443986,0.002562189022796823,0.003572021007775552,0.007863749325651837,0.01665895302316233,0.0068300386163209536,0.005841842524850968,0.011116010120435272,0.015383009383431888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MSLE,gaussian-process,1.1190356799857382,0.7887363749361216,0.9796923470403543,0.9210848701297027,0.870242375493645,0.9380945830349507,0.6180999660520847,0.5094911833245603,0.4702385561224146,0.5641314804951182,0.5969811855258277,0.6639662964853791,0.6710043478431661,0.7854607363015942,0.6011105831004397,0.5498968559620018,0.5027428340625592,0.5708843103628322,0.4906846731586985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MSLE,linear-regression,0.31554941576642553,0.20487887936459745,0.21803626654591715,0.2234809015784796,0.2436696117484003,0.27374865155914113,0.20767399385759155,0.1523294403575496,0.14205521231497073,0.17417659799978852,0.204329313717104,0.2468652973116391,0.2741387372407014,0.3428915341382787,0.2817336484142097,0.2428138664454501,0.22943966926030196,0.2638499987803821,0.2389890034199045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MSLE,mlp,0.3601206247805873,0.2957499833894502,0.34267158397507624,0.34549133919311664,0.3445147417736769,0.3972823293236025,0.2713074696486278,0.21198323069543126,0.19732715272040652,0.2395214422162262,0.278064120479313,0.32502698010774805,0.3522672786747762,0.4318909095588541,0.355286276844159,0.3049445581050741,0.28922011242174617,0.32310350408208593,0.2948533319870779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,MSLE,svr,1.0353447703652932,0.770166770303146,0.8887854022942647,0.9246587919674016,0.8371019882886301,0.922632831362338,0.6264262436597471,0.4694510767492086,0.4396189169529517,0.5215118771030457,0.5760549403476127,0.6302216231533228,0.6430316921652146,0.7370033307231579,0.5827312191311816,0.4911892359992507,0.4548093985181989,0.4996473838322307,0.4433189958463846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,RMSE,exponential-holt,32.21912005666218,29.11564585850839,27.767760375735445,27.849274087877024,27.548383279789476,29.92207057773088,26.896810838079443,15.208176275685895,5.133680997167288,10.270584152259044,15.599904693891304,10.485925434525504,9.481435371161751,14.298475180625973,23.173240737666703,16.27698298059046,21.818470793412647,37.88320655770615,44.81911815660775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,RMSE,gaussian-process,37.91747260014768,39.192891699619494,46.14958992810728,49.85852569584801,54.14491710434325,61.93096054995237,63.29894121022528,66.95073108931152,72.41240715205878,83.67012235242468,91.5484646121254,104.74759934149489,115.61165171659228,130.61901144932676,131.40623961876074,139.64007121975658,146.46008585750494,161.42361898327712,163.62126483348166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,RMSE,linear-regression,26.416584154037533,25.885002092588927,29.457756340936342,32.39608557488776,36.65828185622094,43.01279562689222,45.51953212207886,46.11974159662889,49.54657860054929,58.08755908343069,65.41291270877059,77.49657463944408,88.11070860364883,101.96156731385572,103.56893237502727,107.69994989642382,113.45201628882583,125.61850972039522,128.35081741832678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,RMSE,mlp,27.597489605636653,29.342198421645087,34.2992961886386,37.43106337845303,41.27473294261787,48.4849865646549,49.69027881945678,51.505097295487865,55.451404062256785,64.67810254445578,72.63110250810614,84.89592619441514,95.69746772244986,110.01014546832005,112.0499610694756,116.48605437493237,123.04831470869992,134.97301353161356,138.58631372510402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO,RMSE,svr,37.277105831486494,38.96848305962593,45.13369346363564,49.909975338799924,53.653462428385495,61.71199446177285,63.52685537940561,65.54224508657192,71.10829463785778,81.9757063831577,90.71407569920065,103.39027301982584,114.39675395118151,128.6286297057685,130.3705225758817,135.36108246572908,142.3445722224719,155.4891852043099,158.8433869743297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAE,exponential-holt,20359.596873108025,20811.792801251173,20314.936631402223,20925.18906302771,22028.913664919117,26462.55134342612,31501.47474964687,34016.65443201457,33922.88912697866,32223.278110519517,32878.40084130601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAE,gaussian-process,113.09519722357376,136.6010883590711,157.35016158852488,179.84730314448964,195.9053870117681,221.27081936452058,258.79714474858565,315.6781254820906,381.4863903222174,421.01847418731916,468.24024838151513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAE,linear-regression,97.37142857142858,121.16984126984129,144.5185185185185,164.36404040404037,177.85672727272728,193.89869463869462,225.93076923076927,278.0429010989011,341.0792380952381,378.2418431372549,413.5794117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAE,mlp,104.2486144510033,126.22230892384044,147.44488697707502,167.77890250648673,182.5925440343753,201.02414891560176,237.5213269645681,293.3317916081748,358.24579847962144,397.50658556902175,433.5039114808024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAE,svr,113.02746431438791,136.72686335731834,157.52614409556557,178.85777419053917,194.57621330848264,215.61673628260627,253.2692529427281,309.42384488079887,374.1289902048108,412.7133743097548,451.54769865852984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MSLE,exponential-holt,12.756135352506492,12.025177366988926,11.15185950396115,10.690544030974957,10.280476381019183,10.606318480763838,10.909379628655241,10.609679796438098,9.91000249567952,9.05581537911657,8.64320069386773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MSLE,gaussian-process,3.7837528769159934,4.018126432091541,3.3853285543536717,3.059475955155459,2.0332060343075926,1.7872027585063663,1.8280895706276088,2.0388697236493374,2.229363318092995,1.7486848178133616,1.5521207930325045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MSLE,linear-regression,1.515063031512882,1.854943249316904,1.98348493727588,1.8110350514570377,1.2775661356037191,1.0163328654204498,1.007111326444476,1.1303191892499045,1.2872154556131783,1.080222014632476,0.9274825575297444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MSLE,mlp,2.1664214382468905,2.311046770122134,2.2170163656893047,2.017523506456532,1.4395812741231797,1.179171193500944,1.2385379774235203,1.4283569550309072,1.6216054261799309,1.3487416747452554,1.129823408197292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,MSLE,svr,3.784071425741893,4.0642810800341005,3.424139062619508,2.9756326700284736,1.981262765415912,1.6211229912422382,1.6665729289244595,1.8588080785869308,2.044407106486669,1.6196481498077733,1.3622063999180658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,RMSE,exponential-holt,42034.760063696136,42464.987448283195,40939.08517329767,41682.20013339353,43376.347239955074,51621.89579422831,60873.14684106733,64997.104874191886,64016.91299720352,60024.64030207785,60535.15908547414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,RMSE,gaussian-process,154.53672532121487,181.88137498241588,206.67334330993373,231.28140699933465,259.1587112462349,293.640071906507,339.3610259288484,413.89368347605733,496.94589437806985,555.055639018515,613.5133613384434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,RMSE,linear-regression,136.97782729357343,164.76384059327032,191.75243813538378,213.5048979265551,238.56718578953223,263.42360030171614,301.89265672493303,371.1499359790991,450.90578244783904,506.2667702347693,552.913422214905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,RMSE,mlp,144.4312975595687,170.01003833756778,195.20895553894883,217.5724076145816,244.20722747326732,271.92261258334884,315.73968657402196,389.38925100154665,471.9049707703141,530.210905389384,577.7448115311662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,RMSE,svr,154.54071704764004,182.0611323080474,206.91613280124375,230.563893146719,258.2105250849524,289.11545582134613,334.3894381728049,408.3398002389631,491.10270505313554,548.5527267564504,600.1482262102418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MAE,exponential-holt,96.1641417874204,110.80178889390993,125.9296261966956,134.89775367298708,129.24980404149144,106.21519557781448,89.4121253758985,37.80476414198142,159.02181314693914,431.3451870203038,589.3563944732725,637.5904985034782,697.5414564633284,834.3859293594047,908.2506116544768,985.4855032522183,1068.1494873494232,1082.728898317456,1150.902303932546,1302.1438373113006,1381.6439428266044,1434.0259175183967,1581.0371930971105,1635.7531136541895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MAE,gaussian-process,90.02366104181357,103.92770788643492,120.2992776589577,131.272007108869,140.66372721523885,160.10974367188132,182.49042553073107,161.21244792246702,150.58041187848758,178.34734346756989,203.43211347426777,217.96395070696246,215.2475607536907,240.3741257498643,248.06700701856118,259.827108813998,286.3386210402802,283.3869173670983,270.0779290185644,288.63405049779664,295.0335764261416,272.87277875735833,297.45696207377125,300.47111882228404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MAE,linear-regression,88.79523809523809,102.75857142857143,117.37614814814816,127.4927676767677,132.43806060606065,146.357466977467,166.10109890109888,142.3697289377289,118.08536507936512,133.18590196078432,155.71339869281047,164.849393418186,157.50680701754388,173.07111779448624,180.96779220779226,184.49968003011483,207.06397891963115,202.7090589371981,179.9946051282051,189.71775726495724,195.68480260480254,165.91219485495353,178.5141018062397,184.6485467803733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MAE,mlp,87.78668201314034,102.17112468582084,117.24899050735591,127.9503397078397,134.3795981563984,150.48683765678672,171.83447422203164,148.976656942925,128.6820155165939,151.58649074833045,176.62668194780625,188.7652514543712,184.72009957654916,202.14860808373533,211.30292410106537,217.0948724549544,242.60061078373212,239.8779920087016,220.7280245376424,232.1224723394493,236.03363005334882,214.3981186816985,227.1469225468886,231.35841620068385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MAE,svr,90.247886270928,103.99981797814172,119.95177845216105,131.52500720683219,139.21787975773984,157.50604368826367,180.31082294019316,158.53291275100568,140.77163053064834,165.0360225066661,191.88566796076682,203.03714913169998,199.9975029472876,218.4735414093361,228.91863587510502,236.79733033090352,260.1448905103717,255.8270580168087,239.4071269954236,250.8553813475972,254.0560504912093,236.42213519637204,250.8883028503932,259.54656662875686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MSLE,exponential-holt,9.382055689180481,6.802937347843728,5.488483415995392,3.223704885328229,1.3564294724052794,0.5531986480945894,0.4053330129685638,0.049214323382505316,0.14650275014790146,0.5263939654920977,0.6960495068755871,0.6912675619701764,0.7013296704981232,0.7944718535465908,0.8049595385187872,0.8241849861576218,0.8421143901330789,0.8037379328769836,0.8107117724931248,0.8794377959417307,0.8866029917342522,0.8679857139292636,0.9172547264164866,0.9037664919295476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MSLE,gaussian-process,9.335420908722144,6.7528743907429085,6.609608368299577,4.073819345240317,2.649514158871832,2.624068539243928,2.6968384592728056,1.006671557523543,0.6171686880269847,0.7482718166542389,0.8185479255052758,0.7547400792505672,0.5739994220012703,0.6071733694794688,0.5270589432396869,0.4850887266967717,0.5076508201379468,0.41032286526266015,0.311894670456732,0.30987883276631223,0.2786726629039392,0.20422900878805492,0.21726125792824785,0.1954036009615492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MSLE,linear-regression,7.318715716644472,5.84972342744678,5.055580406083217,3.2718320935018235,1.9190438219907628,1.6450681700991163,1.6639383886273544,0.6421548587012451,0.2922859554249598,0.30612737373672466,0.34920641968252664,0.3162309246572541,0.2324925283563547,0.23473040396231104,0.2139353251230738,0.18552632032559607,0.2015448007190829,0.16271432652070167,0.10912258540001704,0.1052295218953904,0.0967192459485304,0.061559520899466376,0.0627783476360582,0.05967522197652924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MSLE,mlp,6.260987255516003,5.476778434847633,5.001906764147223,3.3551283661787634,2.070970097615417,1.8814038696240452,1.9545893673571595,0.7545163686263453,0.3777617218035328,0.4503919908573733,0.5199747550544452,0.4828938756569102,0.3665016926401696,0.3712898770707996,0.3368623184238303,0.2912819445090541,0.3228791870484449,0.26838700211710115,0.186022136173924,0.17859748907203066,0.16587791979275562,0.11387354794051263,0.11622450939600945,0.10813183163923608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,MSLE,svr,9.80388202576446,6.820513607446703,6.417533889814723,4.140721618531092,2.5227560007620657,2.399763238922328,2.5380013878111622,0.957425315892618,0.4968002420710374,0.5938693502531854,0.6919659964633283,0.624050974935317,0.4690084782217884,0.4726434298511349,0.4298863449072207,0.3776653757098591,0.3982154399196916,0.3245969671263088,0.23159173052291845,0.2210054604633141,0.20199416788742935,0.14581781090640974,0.1489507881327416,0.14346627518172328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,RMSE,exponential-holt,122.1284363168738,137.31240134310212,150.82946131791726,159.39200619328412,152.44893364580636,116.65327814346784,91.42775668132734,41.804166371468725,237.69385652779548,649.3464521448429,869.533898605033,936.354534939506,1020.0267887356492,1204.1758682443194,1301.9745366598331,1406.0687312623202,1514.751574525923,1534.8855055424347,1620.29915435133,1810.108307514408,1905.3911234187728,1960.3169121764881,2136.6220773494633,2196.02885809206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,RMSE,gaussian-process,118.36086987389335,133.2303996192858,148.98255568196092,160.71437867835309,172.85076837379435,192.72320462833542,214.39477363306838,200.4405078624681,196.65864830816872,224.90534644993758,250.93092713668025,266.8850116624667,268.1521098399649,293.2324926830084,303.255396525124,313.8332093324705,338.49722266099883,334.71929992162205,323.34351033131355,340.7407082120237,347.12193278161135,330.34222698142065,355.15167656591683,358.40032646042124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,RMSE,linear-regression,116.94961412889722,131.87024099160382,145.70909101678683,156.32552661103472,163.70865868311208,176.9819627690702,195.4627219168386,178.75681887379162,158.1792582236987,173.53408924927228,195.77815824777855,205.5745449700006,201.16975590174093,216.3584387593056,225.1293423977773,226.26990090943107,246.66906770190582,240.6129035239009,218.86563155480044,227.31896357998528,231.96258184275644,206.74798468012523,218.66547961706382,223.93780025140998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,RMSE,mlp,115.90856370838837,131.16444226161812,145.5483750234606,156.86356329611456,166.04514410382984,181.9437062512108,202.36593861851043,186.7144882042636,171.35020154456146,195.8156514097906,221.86430468066456,235.7238211004916,234.66906268991002,253.3454672905158,264.1705234190068,266.69567762626417,293.4892208743197,291.101503470961,269.98694893722757,280.8398628114928,288.69947840486174,265.9416830706064,281.95935648012784,287.19461401636437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,RMSE,svr,118.55932810278006,133.30629128085238,148.70530264470042,160.9891031490166,171.6494757063911,190.1879267168726,212.499162056864,198.2691890262189,185.68399897759159,212.07356642794517,240.73160088122376,254.19558370357558,253.41398751893604,273.35374660207646,285.8169649798976,290.94451646226,314.6590196379182,310.776074430065,292.3954335970122,303.7320068251674,310.61789666148576,292.4516740145863,310.08670736254464,320.35398641585425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MAE,exponential-holt,25947.384038105265,26418.282870184896,25375.44997903835,23055.341991496793,20125.223397771024,17423.49731981656,14968.719856035157,13013.946329086728,11687.649121514474,10363.153363805417,9031.106125087736,7721.173148310232,6739.6489555637045,5780.2684519158565,4932.481107559049,4148.526720355915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MAE,gaussian-process,20.80296643142116,22.174013671122886,25.86268498243842,28.604516114013013,30.35150067151238,32.10203149192765,31.23177754671928,27.971623362636123,29.26736960307484,30.663662907568757,34.17922568967625,32.25231945830914,38.16681956046712,41.13748415818445,47.930654271817204,38.14644899174237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MAE,linear-regression,3.585714285714288,4.181746031746031,5.281481481481479,7.431515151515143,10.541818181818169,13.188888888888902,15.349450549450545,11.81626373626374,11.653333333333338,12.724862745098049,15.54516339869281,14.534613003095982,18.394526315789467,22.146736842105266,25.22998556998559,19.362333897986073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MAE,mlp,7.506037069278368,8.951122705313118,12.691911557303133,12.853484688202126,15.725732413760248,16.45534517045268,17.66207004972083,13.74990693768725,13.906010723529791,15.326545305375898,18.0906777119422,17.517350062860732,21.372228760514695,25.46623407482953,31.27307819267016,22.798293453006462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MAE,svr,19.753686834788528,21.851412153610834,25.16323420165886,28.964853214598012,31.039849665909895,32.842558035973724,32.126001191214684,28.27568418154459,28.76428495589282,30.606214549185662,33.60181520742747,32.3523041716433,37.194256497689565,41.29204965231874,46.823514511108996,38.389221572114295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MSLE,exponential-holt,22.968721999494576,22.842420406507053,22.272323165002565,21.302701476424964,20.040289308588765,18.794853615766712,17.59214428823578,16.467860830139216,15.624747999756336,14.717283519993165,13.699213999788046,12.577230182589386,11.56586341894336,10.50815475033566,9.497306184005335,8.504864223925154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MSLE,gaussian-process,0.4736954402434955,0.4440678906295291,0.5259108931474578,0.5481551685763073,0.5123398739758628,0.4812337902116243,0.37516693689120106,0.2520853940265282,0.24341163807604374,0.23209664447310244,0.257601202960638,0.1974811078992172,0.2475667263117409,0.2450225332020565,0.3026406937943639,0.16521469551500567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MSLE,linear-regression,0.020555406643850537,0.019986317885496173,0.019474879396974242,0.022513124089640027,0.03569361438939027,0.04991645643922274,0.060610297480079824,0.0341799502877227,0.029148099874780817,0.030068444646308763,0.03856833025954772,0.029003263696480732,0.04230899115629234,0.05373561129727943,0.060909103599028826,0.03600679059150029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MSLE,mlp,0.03667163309417365,0.04294702764161816,0.08105737373081391,0.06623203835941374,0.08848564914928803,0.08221234557715741,0.08390315316336866,0.04711626792576135,0.042326099625241385,0.04476851274753312,0.05428878819594918,0.04419993045202153,0.059227398526662235,0.07409732565138083,0.09980816069780156,0.05119101919346997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,MSLE,svr,0.4231990671046657,0.430815630460052,0.4909316494180754,0.5744674143711639,0.5527299692191439,0.5204129425602367,0.4102121090974186,0.26349574837918793,0.2378666082208604,0.23515109932127914,0.2547868713276537,0.2025142116382459,0.23462640478017605,0.2518913970987541,0.2943594935479269,0.17117674328627064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,RMSE,exponential-holt,52949.76459460624,53240.335300208244,50446.75303223517,45164.18895743325,38814.025816566915,33073.933510297815,27958.94393838332,23919.797744103307,21151.224463086204,18459.27729491525,15827.0627654113,13307.244089218397,11428.15729903337,9641.509344333384,8095.169006447838,6699.1195432518725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,RMSE,gaussian-process,26.02302050557136,27.824508269212842,31.625359211765016,34.33980323238153,36.25918527911451,37.933835501648396,37.030836364269575,34.717646780979706,36.13898635819538,37.403619261497866,41.031865594103095,39.928337602177095,46.78955576780493,50.01725737548989,56.759060965779895,48.40765175306979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,RMSE,linear-regression,4.629614814791111,5.404065230254867,6.765307289107372,9.284573538139695,13.278728406710224,16.31308268435697,18.404492362728575,15.881966511820085,15.51701574974318,16.383471669479494,19.14446815567703,18.3530328736366,23.56198288706903,27.85610720251417,30.865709079236716,26.451126477233124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
