data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46,yhat_model_1_to_47,yhat_model_1_to_48,yhat_model_1_to_49,yhat_model_1_to_50,yhat_model_1_to_51,yhat_model_1_to_52,yhat_model_1_to_53,yhat_model_1_to_54,yhat_model_1_to_55,yhat_model_1_to_56,yhat_model_1_to_57,yhat_model_1_to_58,yhat_model_1_to_59,yhat_model_1_to_60,yhat_model_1_to_61
30/03/2020,,,,,,,,,,,,,152.15780566111155,179.73610015054302,259.3377179060325,299.93884891755835,432.9218749880079,477.50800940956026,692.1631984264656,775.8996562843572,865.0956038533194,907.3597861966771,1135.8274539569024,1287.522571130726,1503.4205264073746,1530.8482912921374,1786.7501059173953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,,,,,,,,,,,,,,179.73610015054302,259.3377179060325,299.93884891755835,432.9218749880079,477.50800940956026,692.1631984264656,775.8996562843572,865.0956038533112,907.3597861786067,1135.8274421774784,1287.5183727559827,1503.0458755862512,1515.7626008792301,1632.1622229265222,2767.568659673545,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,,,,,,,,,,,,,,,259.3377179060325,299.93884891755835,432.9218749880079,477.50800940956026,692.1631984264656,775.8996562843572,865.0956038533112,907.3597861785967,1135.8274421597528,1287.5183555414396,1503.0416854023224,1515.2967476016113,1618.9116245140658,2587.587951609197,3501.4875275915583,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,,,,,,,,,,,,,,,,299.93884891755835,432.9218749880079,477.50800940956026,692.1631984264656,775.8996562843572,865.0956038533112,907.3597861785967,1135.827442159743,1287.5183555155272,1503.0416682355622,1515.2915300212073,1618.5051949761953,2571.901461458576,3154.719741300048,4132.4748018024175,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,,,,,,,,,,,,,,,,432.9218749880079,477.50800940956026,692.1631984264656,775.8996562843572,865.0956038533112,907.3597861785967,1135.827442159743,1287.518355515513,1503.0416682097296,1515.291508634207,1618.5006541286486,2571.4174004513393,3123.893576617938,3789.3466360961033,4762.223815459825,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,,,,,,,,,,,,,,,,477.50800940956026,692.1631984264656,775.8996562843572,865.0956038533112,907.3597861785967,1135.827442159743,1287.518355515513,1503.0416682097152,1515.2915086020175,1618.5006355323678,2571.4119802901187,3122.9359579826246,3759.7679512652703,4324.823238510978,5255.006058714339,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,,,,,,,,,,,,,,,,692.1631984264656,775.8996562843572,865.0956038533112,907.3597861785967,1135.827442159743,1287.518355515513,1503.0416682097152,1515.2915086019998,1618.500635504388,2571.4119580747238,3122.925209707461,3758.859014260337,4286.539269223151,4776.82662017388,5430.2944551010305,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,,,,,,,,,,,,,,,,,,,775.8996562843572,865.0956038533112,907.3597861785967,1135.827442159743,1287.518355515513,1503.0416682097152,1515.2915086019998,1618.5006355043724,2571.411958041289,3122.9251656157685,3758.848852502778,4285.356201028705,4735.329121385655,4908.475802688581,5727.75909450653,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,,,,,,,,,,,,,,,,,,,865.0956038533112,907.3597861785967,1135.827442159743,1287.518355515513,1503.0416682097152,1515.2915086019998,1618.5006355043724,2571.4119580412703,3122.9251655493877,3758.8488108771726,4285.342947173835,4734.0507166464995,4863.178136183883,5216.065581617015,6694.446577727765,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,,,,,,,,,,,,,,,,,,,907.3597861785967,1135.827442159743,1287.518355515513,1503.0416682097152,1515.2915086019998,1618.5006355043724,2571.4119580412703,3122.925165549351,3758.8488108145375,4285.3428928407775,4734.036410994656,4861.782414321319,5171.926789428555,6125.659318103006,7895.818452147454,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,,,,,,,,,,,,,,,,,,,1135.827442159743,1287.518355515513,1503.0416682097152,1515.2915086019998,1618.5006355043724,2571.4119580412703,3122.925165549351,3758.848810814503,4285.3428927589985,4734.036352374301,4861.7667947089585,5170.569803153604,6076.220672195305,7190.470764907329,8799.562707295574,,,,,,,,,,,,,,,,,,
