data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_46,yhat_model_41_to_47,yhat_model_42_to_48,yhat_model_43_to_49,yhat_model_44_to_50,yhat_model_45_to_51,yhat_model_46_to_52,yhat_model_47_to_53,yhat_model_48_to_53,yhat_model_49_to_53,yhat_model_50_to_53,yhat_model_51_to_53,yhat_model_52_to_53,yhat_model_53_to_53
29/03/2020,,,,16.010240803401537,15.716680367215416,17.43388671055436,22.0,24.0,31.000000000000075,33.00000000001396,45.00000000161919,65.00000011415429,109.00000489925772,119.0001283074427,186.00205864743853,233.02036938867477,305.12564041832906,370.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,,,,,15.716680367215416,17.43388671055436,22.0,24.0,31.0,33.00000000000007,45.00000000001396,65.00000000161918,109.00000011415429,119.00000489925772,186.00012830744268,233.00205864743853,305.02036938867474,370.12564041832906,421.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,,,,,,17.43388671055436,22.0,24.0,31.0,33.0,45.00000000000007,65.00000000001396,109.00000000161918,119.00000011415429,186.00000489925773,233.00012830744268,305.0020586474385,370.02036938867474,421.12564041832906,493.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,,,,,,,22.0,24.0,31.0,33.0,45.0,65.00000000000007,109.00000000001396,119.00000000161918,186.0000001141543,233.00000489925773,305.0001283074427,370.0020586474385,421.02036938867474,493.12564041832906,558.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,,,,,,,,24.0,31.0,33.0,45.0,65.0,109.00000000000007,119.00000000001396,186.00000000161918,233.0000001141543,305.0000048992577,370.0001283074427,421.0020586474385,493.02036938867474,558.125640418329,600.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,,,,,,,,31.0,33.0,45.0,65.0,109.0,119.00000000000007,186.00000000001396,233.00000000161918,305.0000001141543,370.0000048992577,421.0001283074427,493.0020586474385,558.0203693886748,600.125640418329,657.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,,,,,,,,33.0,45.0,65.0,109.0,119.0,186.00000000000009,233.00000000001396,305.0000000016192,370.0000001141543,421.0000048992577,493.0001283074427,558.0020586474385,600.0203693886748,657.125640418329,708.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,,,,,,,,45.0,65.0,109.0,119.0,186.0,233.00000000000009,305.000000000014,370.0000000016192,421.0000001141543,493.0000048992577,558.0001283074427,600.0020586474385,657.0203693886748,708.125640418329,832.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,,,,,,,,,,,65.0,109.0,119.0,186.0,233.0,305.00000000000006,370.000000000014,421.0000000016192,493.0000001141543,558.0000048992578,600.0001283074427,657.0020586474385,708.0203693886748,832.125640418329,992.4914659971654,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,,,,,,,,,,,109.0,119.0,186.0,233.0,305.0,370.00000000000006,421.000000000014,493.0000000016192,558.0000001141543,600.0000048992578,657.0001283074427,708.0020586474385,832.0203693886748,992.125640418329,1074.4914659971653,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,,,,,,,,,,,119.0,186.0,233.0,305.0,370.0,421.00000000000006,493.000000000014,558.0000000016192,600.0000001141543,657.0000048992578,708.0001283074427,832.0020586474385,992.0203693886748,1074.125640418329,1246.4914659971653,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,,,,,,,,,,,186.0,233.0,305.0,370.0,421.0,493.00000000000006,558.000000000014,600.0000000016192,657.0000001141543,708.0000048992578,832.0001283074427,992.0020586474385,1074.0203693886747,1246.125640418329,1394.4914659971653,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,,,,,,,,,,,233.0,305.0,370.0,421.0,493.0,558.0000000000001,600.000000000014,657.0000000016192,708.0000001141543,832.0000048992578,992.0001283074427,1074.0020586474386,1246.0203693886747,1394.125640418329,1461.4914659971653,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,,,,,,,,305.0,370.0,421.0,493.0,558.0,600.0000000000001,657.000000000014,708.0000000016192,832.0000001141543,992.0000048992578,1074.0001283074428,1246.0020586474386,1394.0203693886747,1461.125640418329,1688.4914659971653,,,,,,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,,,,,,,,370.0,421.0,493.0,558.0,600.0,657.0000000000001,708.000000000014,832.0000000016192,992.0000001141543,1074.0000048992576,1246.0001283074428,1394.0020586474386,1461.0203693886747,1688.125640418329,1938.4914659971653,,,,,,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,,,,,,,,421.0,493.0,558.0,600.0,657.0,708.0000000000001,832.000000000014,992.0000000016192,1074.0000001141543,1246.0000048992576,1394.0001283074428,1461.0020586474386,1688.0203693886747,1938.125640418329,2216.4914659971655,,,,,,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,,,,,,,,493.0,558.0,600.0,657.0,708.0,832.0000000000001,992.000000000014,1074.0000000016191,1246.0000001141543,1394.0000048992576,1461.0001283074428,1688.0020586474386,1938.0203693886747,2216.125640418329,2464.4914659971655,,,,,,,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,,,,,,,,,,,558.0,600.0,657.0,708.0,832.0,992.0000000000001,1074.0000000000139,1246.0000000016191,1394.0000001141543,1461.0000048992576,1688.0001283074428,1938.0020586474386,2216.0203693886747,2464.125640418329,2607.4914659971655,,,,,,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,,,,,,,,600.0,657.0,708.0,832.0,992.0,1074.0,1246.0000000000139,1394.0000000016191,1461.0000001141543,1688.0000048992576,1938.0001283074428,2216.0020586474384,2464.0203693886747,2607.125640418329,2855.4914659971655,,,,,,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,,,,,,,,657.0,708.0,832.0,992.0,1074.0,1246.0,1394.0000000000139,1461.0000000016191,1688.0000001141543,1938.0000048992576,2216.0001283074425,2464.0020586474384,2607.0203693886747,2855.125640418329,3231.4914659971655,,,,,,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,,,,,,,,708.0,832.0,992.0,1074.0,1246.0,1394.0,1461.0000000000139,1688.0000000016191,1938.0000001141543,2216.000004899258,2464.0001283074425,2607.0020586474384,2855.0203693886747,3231.125640418329,3410.4914659971655,,,,,,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,832.0,992.0,1074.0,1246.0,1394.0,1461.0,1688.0000000000139,1938.0000000016191,2216.0000001141543,2464.000004899258,2607.0001283074425,2855.0020586474384,3231.0203693886747,3410.125640418329,3743.4914659971655,,,,,,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,1074.0,1246.0,1394.0,1461.0,1688.0,1938.0000000000139,2216.0000000016194,2464.0000001141543,2607.000004899258,2855.0001283074425,3231.0020586474384,3410.0203693886747,3743.125640418329,3944.4914659971655,,,,,,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0,1246.0,1394.0,1461.0,1688.0,1938.0,2216.000000000014,2464.0000000016194,2607.0000001141543,2855.000004899258,3231.0001283074425,3410.0020586474384,3743.0203693886747,3944.125640418329,4349.4914659971655,,,,,,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.0,1394.0,1461.0,1688.0,1938.0,2216.0,2464.000000000014,2607.0000000016194,2855.0000001141543,3231.000004899258,3410.0001283074425,3743.0020586474384,3944.0203693886747,4349.125640418329,4543.4914659971655,,,,,,,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.0,1461.0,1688.0,1938.0,2216.0,2464.0,2607.000000000014,2855.0000000016194,3231.0000001141543,3410.000004899258,3743.0001283074425,3944.0020586474384,4349.020369388675,4543.125640418329,4765.4914659971655,,,,,,,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.0,1688.0,1938.0,2216.0,2464.0,2607.0,2855.000000000014,3231.0000000016194,3410.0000001141543,3743.000004899258,3944.0001283074425,4349.002058647438,4543.020369388675,4765.125640418329,4899.4914659971655,,,,,,,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.0,1938.0,2216.0,2464.0,2607.0,2855.0,3231.000000000014,3410.0000000016194,3743.0000001141543,3944.000004899258,4349.0001283074425,4543.002058647438,4765.020369388675,4899.125640418329,5306.4914659971655,,,,,,,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.0,2216.0,2464.0,2607.0,2855.0,3231.0,3410.000000000014,3743.0000000016194,3944.0000001141543,4349.000004899258,4543.0001283074425,4765.002058647438,4899.020369388675,5306.125640418329,5552.4914659971655,,,,,,,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216.0,2464.0,2607.0,2855.0,3231.0,3410.0,3743.000000000014,3944.0000000016194,4349.000000114154,4543.000004899258,4765.0001283074425,4899.002058647438,5306.020369388675,5552.125640418329,6172.4914659971655,6227.30339330975,6282.146440537892,6555.041506026953,6828.002478752139,6969.500000112535,7111.0
