data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46,yhat_model_1_to_47,yhat_model_1_to_48,yhat_model_1_to_49,yhat_model_1_to_50,yhat_model_1_to_51,yhat_model_1_to_52,yhat_model_1_to_53
05/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,16.971185494246196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,18.182975633917213,16.299540144526087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,19.388706289025073,17.744261305391205,23.078254884893926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,20.591132621458037,19.188982466256324,24.534171013557756,24.71145283278027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,21.793150741773275,20.632686623261208,25.98715026271948,26.366032651717227,32.76257402965534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,22.994118662284098,22.074608372221032,27.43713895176244,28.02061247065419,34.329932640196446,34.16150163351601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,24.195086582794918,23.51622270792051,28.8871276408054,29.675192289591145,35.896921957554454,36.0065455979904,47.81809477956066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,25.39605450330574,24.9527950980581,30.3361122261547,31.329772108528104,37.46305726808443,37.851589562464795,49.794669590456095,70.72150560935887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,26.59702242381656,26.384146147764998,31.781947909088256,32.984351927465056,39.0291925786144,39.69405335136362,51.77124440135151,72.93801049501798,121.97574073114475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,27.79799034432738,27.8122931494371,33.22722685761596,34.63893174640202,40.59532788914436,41.53537560836584,53.74781921224694,75.1525846748477,124.49842754072981,132.4932101258953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,28.99895826483821,29.240440151109198,34.672505806143654,36.29351156533898,42.16146319967433,43.37578507656112,55.72337640777447,77.36666903879693,127.02020892525906,135.27656962640532,212.2638256170564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,30.199926185349025,30.668587152781292,36.11778475467135,37.94809138427594,43.7275985102043,45.21615879926552,57.6982663894393,79.5798507620035,129.5419903097883,138.05992912691534,215.0151235401229,265.137639298671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,31.400894105859848,32.096734154453394,37.56306370319905,39.6026712032129,45.29373382073426,47.05653252196992,59.672982219140664,81.79303248521006,132.06377169431755,140.84328862742538,217.76642146318932,268.61024021825267,350.3370913750797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,32.60186202637067,33.524881156125495,39.00834265172675,41.25725102214985,46.85986913126423,48.89690624467432,61.6474614872897,84.00621420841664,134.58555307884677,143.62664812793543,220.5177193862558,272.0827142179554,353.9271917577848,427.2012547699969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,33.80282994688149,34.95302815779758,40.45362160025445,42.91183084108682,48.426004441794205,50.73727996737872,63.62194075543873,86.21939593162321,137.10733446337602,146.41000762844544,223.26901730932227,275.5551882176582,357.5170775789828,430.8658507918659,483.17266409480715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,,36.381175159469684,41.89890054878215,44.56641066002378,49.992139752324164,52.57765369008312,65.59642002358777,88.43257765482977,139.62911584790527,149.19336712895546,226.02031523238873,279.027662217361,361.10632311174487,434.5304468137349,487.83623362901943,568.0558142282623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,,,43.344179497309845,46.220990478960736,51.558275062854136,54.41802741278752,67.5708992917368,90.64575937803635,142.15027835698518,151.9767266294655,228.7716131554552,282.50013621706375,364.695568644507,438.1950428356039,492.4998031632318,572.8307448076228,648.4573549203526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,,,,47.87557029789769,53.12441037338411,56.258401135491916,69.54411183577302,92.85894110124292,144.670966718135,154.76008612997555,231.52291107852167,285.97261021676655,368.2847981909772,441.8596388574729,497.1633726974441,577.6056753869833,652.5639844020216,702.0388808816415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,,,,,54.69054568391407,58.098774858196315,71.5166109170622,95.07212282444948,147.19165507928477,157.54344563048556,234.27420900158813,289.44508421646935,371.87329314558406,445.52423487934186,501.8269422316564,582.3806059663439,656.6706138836905,705.3828735439704,766.6474545833343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,,,,,,59.939148580900714,73.48910999835135,97.28530454765605,149.7123434404346,160.3268051309956,237.0255069246546,292.9175582161721,375.461788100191,449.1888309012108,506.49051176586875,587.1555365457044,660.7772433653595,708.7268662062994,770.5552400701812,829.5297686162503,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,,,,,,,75.46160907964052,99.49848627086263,152.2330318015844,163.11016463150565,239.77615818164097,296.3900322158749,379.05028305479783,452.8534269230798,511.1540813000811,591.930467125065,664.8838728470284,712.0708588686284,774.4630255570281,833.0023785801253,976.0459651368046,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,,,,,,,,101.71166799406922,154.75372016273423,165.89352413201567,242.52609216491305,299.8625062155777,382.63877800940475,456.5177930161655,515.8176508342934,596.7053977044254,668.9905023286974,715.4148515309573,778.3708110438752,836.4749885440003,979.7839883238784,1165.193707460463,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,,,,,,,,157.274408523884,168.6768836325257,245.2760261481851,303.33498021528044,386.2272729640116,460.1820846642386,520.4812203685058,601.480328283786,673.0971318103664,718.7588441932863,782.2785965307221,839.9475985078752,983.5220115109521,1169.2732962524346,1260.6778425682776,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,,,,,,,,171.4602431330357,248.02596013145717,306.80733844452953,389.81553992419566,463.8463763123116,525.1447570286235,606.2552588631465,677.2037612920353,722.1028368556154,786.186382017569,843.4202084717502,987.2600346980258,1173.3528850444065,1265.092204342553,1466.1033425558762,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,,,,,,,,250.77589411472925,310.2796605410551,393.40378966567886,467.51066796038464,529.8076379143907,611.030189442507,681.3103907737043,725.4468295179443,790.0941675044161,846.8928184356253,990.9980578850996,1177.4324738363782,1269.5065661168285,1470.5509086666893,1646.058622956653,,,,,,,,,,,,,,,,,,,,,,
