data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_43,yhat_model_39_to_43,yhat_model_40_to_43,yhat_model_41_to_43,yhat_model_42_to_43,yhat_model_43_to_43
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,11.001600376313789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,10.727495346783407,10.781134758491044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,10.639500580547528,10.446153880140866,10.41529086732248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,10.623095582984703,10.344373641881962,10.051153708131569,10.279669902611714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,10.621290352864659,10.326295366506947,9.945996630581773,9.999120865116346,10.455081538996092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,10.621171872762627,10.32437425915427,9.927690450997803,9.910116395527885,10.12178908029136,12.317001144008838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,10.621167204655153,10.324251071224037,9.925760220340585,9.893608026041568,10.020122794136935,11.952977936922405,14.560536410877464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,10.621167093798412,10.324246289289398,9.925636813733139,9.89179619980249,10.002049080414189,11.847825421024881,14.279987373382097,15.3080803996615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,10.621167092207756,10.324246176781855,9.925632028643449,9.891677462608397,10.000128082400119,11.829519350779517,14.190982903793635,15.104319396916495,15.632937754935053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,10.621167092193943,10.324246175176771,9.92563191610842,9.891672788421097,10.000004896047411,11.827589121699823,14.174474534307318,15.03720463044214,15.53279488505743,15.821614187915987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,10.621167092193872,10.324246175162884,9.925631914503192,9.891672677477263,10.000000114126514,11.82746571510612,14.172662708068241,15.024594477462843,15.499836404492697,15.796898780091954,16.483478215038666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,10.621167092193872,10.324246175162811,9.925631914489305,9.89167267588585,10.000000001619043,11.827460930016503,14.172543970874148,15.02320417016365,15.493659544164826,15.78918934186099,16.300868770105666,17.26790137726885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,10.621167092193872,10.324246175162811,9.925631914489232,9.891672675872035,10.00000000001396,11.827460817481475,14.172539296686848,15.023112908181217,15.492979834696898,15.787788824460739,16.2288720448556,16.935334210322505,18.275887067944872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,10.621167092193872,10.324246175162811,9.925631914489232,9.891672675871963,10.000000000000073,11.827460815876247,14.172539185743014,15.023109313454698,15.492935272570232,15.78763753311117,16.214154437385083,16.833712619564057,17.91186386085844,19.04119410185852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,10.621167092193872,10.324246175162811,9.925631914489232,9.891672675871963,10.0,11.82746081586236,14.172539184151601,15.02310922811396,15.492933518641754,15.787627723703139,16.212457005935367,16.815640596049665,17.806711344960913,18.68994666344253,20.923545663387607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,10.324246175162811,9.925631914489232,9.891672675871963,10.0,11.827460815862286,14.172539184137786,15.023109226889709,15.492933477021761,15.787627340183569,16.21234270223079,16.81371963714402,17.78840527471555,18.5863640534337,20.5594085041967,23.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,9.925631914489232,9.891672675871963,10.0,11.827460815862286,14.172539184137714,15.02310922687908,15.492933476424872,15.787627331119477,16.21233813227937,16.81359645134345,17.786475045635857,18.568167264301938,20.454251426646902,23.12564041832903,25.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,9.891672675871963,10.0,11.827460815862286,14.172539184137714,15.023109226879024,15.49293347641969,15.787627330989803,16.212338022822124,16.8135916694273,17.786351639042152,18.566241485958386,20.435945247062932,23.02036938867476,25.12564041832903,27.49146599716539,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,10.0,11.827460815862286,14.172539184137714,15.023109226879024,15.492933476419664,15.787627330988679,16.21233802124357,16.813591556919853,17.786346853952537,18.56611818711202,20.434015016405713,23.002058647438517,25.02036938867476,27.12564041832903,31.04119410185852,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,11.827460815862286,14.172539184137714,15.023109226879024,15.492933476419664,15.787627330988673,16.212338021229822,16.813591555314773,17.786346741417507,18.566113403586115,20.43389160979827,23.000128307442694,25.002058647438517,27.02036938867476,30.68994666344253,33.92354566338761,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,14.172539184137714,15.023109226879024,15.492933476419664,15.787627330988673,16.21233802122975,16.813591555300885,17.78634673981228,18.566113291064756,20.43388682470858,23.00000489925772,25.000128307442694,27.002058647438517,30.5863640534337,33.559408504196696,35.04119410185852,,,,,,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,15.023109226879024,15.492933476419664,15.787627330988673,16.21233802122975,16.81359155530081,17.786346739798393,18.5661132894596,20.43388671217355,23.00000011415429,25.00000489925772,27.000128307442694,30.568167264301938,33.4542514266469,34.68994666344253,37.92354566338761,,,,,,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,15.492933476419664,15.787627330988673,16.21233802122975,16.81359155530081,17.78634673979832,18.566113289445713,20.433886710568324,23.00000000161919,25.00000011415429,27.00000489925772,30.566241485958386,33.43594524706293,34.586364053433705,37.559408504196696,39.491465997165385,,,,,,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,15.787627330988673,16.21233802122975,16.81359155530081,17.78634673979832,18.56611328944564,20.433886710554436,23.000000000013962,25.00000000161919,27.00000011415429,30.56611818711202,33.434015016405716,34.56816726430194,37.4542514266469,39.125640418329034,41.04119410185852,,,,,,,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,16.21233802122975,16.81359155530081,17.78634673979832,18.56611328944564,20.43388671055436,23.000000000000075,25.000000000013962,27.00000000161919,30.566113403586115,33.433891609798266,34.566241485958386,37.43594524706293,39.02036938867476,40.68994666344253,42.927523152284074,,,,,,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,16.81359155530081,17.78634673979832,18.56611328944564,20.43388671055436,23.0,25.000000000000075,27.000000000013962,30.566113291064756,33.43388682470858,34.56611818711202,37.434015016405716,39.00205864743852,40.586364053433705,42.64131817314592,43.92646650861333,,,,,,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,17.78634673979832,18.56611328944564,20.43388671055436,23.0,25.0,27.000000000000075,30.5661132894596,33.43388671217355,34.566113403586115,37.433891609798266,39.000128307442694,40.56816726430194,42.550840214741704,43.589898189342925,44.83402909953205,,,,,,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,18.56611328944564,20.43388671055436,23.0,25.0,27.0,30.566113289445713,33.43388671056832,34.56611329106475,37.43388682470858,39.000004899257725,40.566241485958386,42.53415328798837,43.48793483216473,44.48615850040696,45.86058899911475,,,,,,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,20.43388671055436,23.0,25.0,27.0,30.56611328944564,33.43388671055443,34.5661132894596,37.43388671217355,39.00000011415429,40.56611818711202,42.53232935941328,43.469844345115106,44.382803794607085,45.51203968369679,46.92354566338761,,,,,,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,23.0,25.0,27.0,30.56611328944564,33.43388671055436,34.56611328944571,37.43388671056832,39.00000000161919,40.566113403586115,42.532210140049045,43.46792275401476,44.364616128779865,45.408674397715934,46.559408504196696,48.491465997165385,,,,,,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,25.0,27.0,30.56611328944564,33.43388671055436,34.56611328944564,37.43388671055443,39.00000000001396,40.56611329106475,42.532205454367286,43.467799554576324,44.36269056911352,45.390488766355475,46.4542514266469,48.125640418329034,53.491465997165385,,,,,,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,27.0,30.56611328944564,33.43388671055436,34.56611328944564,37.43388671055436,39.00000000000007,40.5661132894596,42.53220534325831,43.467794772476466,44.36256727342221,45.38856335444259,46.43594524706293,48.02036938867476,53.125640418329034,71.49146599716539,,,,,,,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,30.56611328944564,33.43388671055436,34.56611328944564,37.43388671055436,39.0,40.56611328944571,42.53220534166547,43.46779465996749,44.36256248992378,45.388440063253576,46.434015016405716,48.00205864743852,53.02036938867476,71.12564041832903,83.49146599716539,,,,,,,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,33.43388671055436,34.56611328944564,37.43388671055436,39.0,40.56611328944564,42.53220534165164,43.4677946583624,44.36256237740257,45.38843527982851,46.433891609798266,48.000128307442694,53.00205864743852,71.02036938867475,83.12564041832903,86.49146599716539,,,,,,,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,34.56611328944564,37.43388671055436,39.0,40.56611328944564,42.53220534165157,43.46779465834851,44.36256237579742,45.388435167307975,46.43388682470858,48.000004899257725,53.000128307442694,71.00205864743852,83.02036938867475,86.12564041832903,92.49146599716539,,,,,,,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,37.43388671055436,39.0,40.56611328944564,42.53220534165157,43.46779465834844,44.362562375783526,45.38843516570282,46.43388671217355,48.00000011415429,53.000004899257725,71.0001283074427,83.00205864743852,86.02036938867475,92.12564041832903,117.49146599716539,,,,,,,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,39.0,40.56611328944564,42.53220534165157,43.46779465834844,44.362562375783455,45.38843516568893,46.43388671056832,48.00000000161919,53.00000011415429,71.00000489925772,83.0001283074427,86.00205864743852,92.02036938867475,117.12564041832903,124.49146599716539,134.30339330974996,144.1464405378917,148.54150602695302,153.00247875213893,156.00000011253516,159.0
